Thu Aug  8 13:26:36 2013		Afterlife	The Magus	White Island
Thu Aug 22 02:12:27 2013		Byrne/Eno	Mountain Of Needles	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 22 02:14:50 2013		Joshua Pierce	Second Interlude	John Cage: Sonatas & Interludes for prepared Piano
Thu Aug 22 02:18:21 2013		Biosphere	En Trance	A Sombient Collection- The Throne Of Drones
Thu Aug 22 02:23:13 2013		Wendy Carlos	A Woman's Song	n/a
Thu Aug 22 02:26:54 2013		Klaus Schulze	Return of the Tempel: Midnight Blue	In Blue [Disc 2]
Thu Aug 22 02:36:28 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 1	Cage: The Seasons
Thu Aug 22 02:37:59 2013		Ryuichi Sakamoto	Japan	Soundbytes
Thu Aug 22 02:40:58 2013		Hans Joachim Roedelius	Lustwandel	Lustwandel
Thu Aug 22 02:44:55 2013		Beverley Johnston	Steal the Thunder	Impact
Thu Aug 22 02:56:06 2013		Hans Reichel	Prelude to `Onkel Boskopp` (III)	n/a
Thu Aug 22 02:58:14 2013		Stephen Scott	The Tears of Niobe	Minerva's Web
Thu Aug 22 03:23:08 2013		Steve Reich	Music For Mallet Instruments, Voices And Organ	Another Look At The Counterpoint
Thu Aug 22 03:38:55 2013		Synergy	Delta Four	Games
Thu Aug 22 03:44:37 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 6. 20', 00'	Stockhausen: Mantra
Thu Aug 22 03:49:30 2013		Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Thu Aug 22 04:05:46 2013		Beatsystem	No Jumping Up And Down / Spooky Action At A Distance	Em:t 2297
Thu Aug 22 04:08:49 2013		David Behrman	Leapday Night- Scene 1	Leapday Night
Thu Aug 22 04:14:57 2013		Sarah Peebles	Nocturnal Premonitions	DISContact II [Disc 2]
Thu Aug 22 04:17:02 2013		Larval	Kristen's Death	2
Thu Aug 22 04:19:36 2013		Edgar Froese	Maroubra Bay	Epsilon In Malaysian Pale
Thu Aug 22 04:36:00 2013		Frank Perry	Treasure Of The Mountain	Solar: A Music Travelogue Volume One
Thu Aug 22 04:43:08 2013		Dennis Russell Davies: American Composers Orchestra	Cage: The Seasons- 3. Summer	Cage: The Seasons
Thu Aug 22 04:48:53 2013		Partch, Harry; Anne LeBaron; Elizabeth Brown; Dean Drummond; Ne	Archipelago (Brown)	n/a
Thu Aug 22 05:00:37 2013		Paul Bowles	Up Above World	Baptism of Solitude
Thu Aug 22 05:02:45 2013		Steve Roach	Merge	Empetus
Thu Aug 22 05:08:57 2013		Peter Garland	Old Men Of The Fiesta: Dance 1a; 1b; 1c	Border Music
Thu Aug 22 05:13:28 2013		David Parsons	Parsons: Pahla Loka	Inner Places
Thu Aug 22 05:23:19 2013		Harry Partch	The Bewitched- Epilogue	n/a
Thu Aug 22 05:24:59 2013		Bad Data	Deep Freeze	Em:T0094
Thu Aug 22 05:29:36 2013		Microstoria	Feld	_Snd
Thu Aug 22 05:34:40 2013		Ray Guillette	Mobius III	A Sombient Collection- The Throne Of Drones
Thu Aug 22 05:37:40 2013		Morton Feldman	Feldman: Voice, Violin & Piano	Only
Thu Aug 22 05:42:47 2013		Amadinda Percussion Group	Doll's House Story	Amadinda
Thu Aug 22 05:54:44 2013		Robert Fripp & Brian Eno	Wind On Water	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 22 05:59:29 2013		Jansen/Barbieri	When Things Dream	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 22 06:01:45 2013		Wes R. D. Wraggett	Chants Of The Apocalypse: Icarus Strictures Part Two; Fanfare;	n/a
Thu Aug 22 06:04:26 2013		Lisa Walker	Transients	Grooved Whale
Thu Aug 22 06:12:22 2013		Artemiev, Artemiy	Mirage	Point Of Intersection
Thu Aug 22 06:24:19 2013		Mother Mallard	Part Nine (1980)	The Continuing Story of Counterpoint Parts 9-12
Thu Aug 22 06:39:58 2013		Peter Hill	Messia:Prel/2: Chant d'extase dans un paysage triste	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Thu Aug 22 06:47:32 2013		Pauline Vaillancourt	Le Plus Bel Exemple	Ne Blamez Jamais Les Bedouins
Thu Aug 22 06:48:59 2013		Laraaji	The Dance No 1	Ambient 3: Day Of Radiance
Thu Aug 22 06:57:51 2013		Eno, Moebius & Roedelius	Broken Head	After The Heat
Thu Aug 22 07:03:07 2013		Terre Thaemlitz	Fat Chair	Tranquilizer
Thu Aug 22 07:08:40 2013		Popol Vuh	Si haJing woChuang ru-Meng pato4	Affensunde
Thu Aug 22 07:16:38 2013		Towering Inferno	Part II: Not Me	Kaddish
Thu Aug 22 07:20:28 2013		Byzar	Subtyranya	Incursions In Illbient
Thu Aug 22 07:23:08 2013		Brian Eno	Triennale	The Shutov Assembly
Thu Aug 22 07:26:47 2013		Joshua Pierce	Cage: & The Earth Shall Bear Again	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 22 07:29:45 2013		Angus Maclaurin	Sea Shanti	Glass Music
Thu Aug 22 07:34:07 2013		Max Eastley	Fruit Flies Before The Seance	Solar: A Music Travelogue Volume One
Thu Aug 22 07:41:34 2013		Klaus Schulze	La Vie Secrete: Exercises Spirituelles	La Vie Electronique 6 [[Disc 3]]
Thu Aug 22 07:48:41 2013		Wendy Carlos	Incantation	n/a
Thu Aug 22 07:54:53 2013		Moebius & Plank	Solar Plexus	Rastakraut Pasta & Material
Thu Aug 22 07:59:39 2013		Jon Hassell	Gift Of Fire	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 22 08:04:22 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 2	Cage: The Seasons
Thu Aug 22 08:05:41 2013		TTU	Shiva Descending	Solar: A Music Travelogue Volume One
Thu Aug 22 08:12:54 2013		William Orbit	The Monkey King	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 22 08:17:58 2013		Harold Budd With Zeitgeist	And Then I Alone Am Alone.	She Is A Phantom
Thu Aug 22 08:22:23 2013		Karin Hoghielm	Lame'nto	Hoghielm: Apocryphal
Thu Aug 22 08:26:30 2013		Paul Dresher	Other Fire	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Thu Aug 22 08:37:34 2013		Tangerine Dream	Fauni-Gena	The Collection
Thu Aug 22 08:47:48 2013		Roger Eno	Newton's Statue	Lost In Translation
Thu Aug 22 08:50:07 2013		Ryuichi Sakamoto	Milan, 1909	Soundbytes
Thu Aug 22 08:54:17 2013		Harold Budd	Coyote (Album Version)	The White Arcades
Thu Aug 22 08:56:29 2013		Kronos Quartet	Volans: String Quartet #1, `White Man Sleeps`- Mvt. 1	n/a
Thu Aug 22 09:00:57 2013		TCH	Substantia Nigra	Sinflower
Thu Aug 22 09:02:47 2013		Edgar Froese	NGC 891	Aqua
Thu Aug 22 09:16:01 2013		Steve Reich	Piano Phase	Another Look At The Counterpoint
Thu Aug 22 09:28:39 2013		Synergy	Terra Incognita	Cords
Thu Aug 22 09:32:14 2013		Material	The End Of Words	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 22 09:35:53 2013		David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Thu Aug 22 09:45:11 2013		Hans Joachim Roedelius	Mein Freund Farouk	Wenn Der Sudwind Weht
Thu Aug 22 09:49:15 2013		Paul Bowles	The Sheltering Sky	Baptism of Solitude
Thu Aug 22 10:00:32 2013		Robert Fripp	The Gates Of Paradise	The Gates of Paradise
Thu Aug 22 10:14:16 2013		Oval	Do While Apple-X	94diskont
Thu Aug 22 10:18:16 2013		Steve Roach	Empowerment	Empetus
Thu Aug 22 10:21:53 2013		Pierre Henry	Henry (P): Le Livre Des Morts Egyptien- Negation	Henry (P): Le Livre Des Morts Egyptien
Thu Aug 22 10:26:19 2013		Claire Laronde	Vibration De La Matiere	Electroshock Presents: Electroacoustic Music- Volume V
Thu Aug 22 10:40:47 2013		Atoi	Xibalba Be (Maha Kali Ma)	Atoi Mystery School- Y2kaos- Disc B : Atoi Live
Thu Aug 22 10:46:21 2013		Laurie Radford	enclave [ex.]	DISContact! II [Disc 1]
Thu Aug 22 10:49:15 2013		Harry Partch	The Bewitched- 1. Background For The Transfiguration Of America	n/a
Thu Aug 22 10:53:45 2013		Robert Fripp & Brian Eno	Lyra	The Equatorial Stars
Thu Aug 22 11:01:06 2013		Bruce Gilbert	The Book (w/ thanks to Daniel Menche)	Antitrade
Thu Aug 22 11:03:17 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 14. 56', 33'	Stockhausen: Mantra
Thu Aug 22 11:06:32 2013		Rhomb	360 Degree Theme	360 Degrees- A Foundry Project
Thu Aug 22 11:10:35 2013		CelloCosmos	MacroCosmos (One)	CelloCosmos
Thu Aug 22 11:15:10 2013		Jay Clayton, Joshua Pierce	Cage: She Is Asleep- 1. Duet For Voice & Prepared Piano	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 22 11:22:14 2013		Robert Normandeau	Spleen [ex.]	DISContact! II [Disc 1]
Thu Aug 22 11:25:12 2013		Peter Hill	Messia:Prel/3: Le nombre leger	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Thu Aug 22 11:26:47 2013		Paul Schutze	The Left Remembers	Green Evil
Thu Aug 22 11:32:51 2013		Popol Vuh	Aguirre	Musique Mechanique: European Trance / Transcontinental Space
Thu Aug 22 11:38:37 2013		The Future Sound Of London	Ill Flower	Lifeforms [Disc 1]
Thu Aug 22 11:41:55 2013		John Winiarz	Jack in a (Music) Box	DISContact! II [Disc 1]
Thu Aug 22 11:44:23 2013		Lisa Walker	Boogie/Wave (Edit)	EarthEar Radio Volume 2: Winter 2002
Thu Aug 22 11:49:22 2013		Michael Stearns & Miguel Rivera	Labyrinth	Musique Mechanique: Electronic Music From 1971 to 1994
Thu Aug 22 11:56:16 2013		Towering Inferno	Part I: the Rose (I)	Kaddish
Thu Aug 22 11:59:57 2013		Brian Eno	Innocenti	The Shutov Assembly
Thu Aug 22 12:04:00 2013		Terre Thaemlitz	Hovering Glows	Tranquilizer
Thu Aug 22 12:12:56 2013		Harold Budd & Brian Eno	Their Memories	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 22 12:15:26 2013		Chris De Giere	Kimchi Tastes Of Summer	Bibimbap
Thu Aug 22 12:21:36 2013		Thermal	Embers	360 Degrees- A Foundry Project
Thu Aug 22 12:30:57 2013		Joshua Pierce	Cage: For M. C. & D T.	Cage: Works For Piano & Prepared Piano, Vol. 1
Thu Aug 22 12:31:46 2013		Robert Fripp & The League Of The Crafty Guitarists	Chiara	Show of hands
Thu Aug 22 12:32:41 2013		Klaus Schulze	The Other Oberhausen Tape: C'est Alors Que Picasso	La Vie Electronique 6 [[Disc 1]]
Thu Aug 22 12:44:59 2013		Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 3. Winds & Brass	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Thu Aug 22 12:50:49 2013		James Johnson	House Of Mist	The Butterfly Chamber
Thu Aug 22 12:55:41 2013		Eno, Moebius & Roedelius	The Shade	After The Heat
Thu Aug 22 12:58:42 2013		Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Thu Aug 22 13:04:22 2013		Wendy Carlos	March From A Clockwork Orange (Ninth Symphony, Fourth Movement,	n/a
Thu Aug 22 13:11:08 2013		A Produce	Slow Voyage	Reflect Like A Mirror, Respond Like An Echo
Thu Aug 22 13:14:30 2013		Mother Mallard	The Continuing Story of Counterpoint, Part 6	The Continuing Story of Counterpoint, Part 5-8
Thu Aug 22 13:28:41 2013		Irwmin Schmidt/Bruno Spoerri	Rapido De Noir	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 22 13:35:08 2013		Kronos Quartet	Schinttke: Quartet No. 3	Winter Was Hard
Thu Aug 22 13:53:46 2013		Richard Bone	Part Four	Vesperia
Thu Aug 22 14:03:22 2013		Les Percussions De Strasbourg	Xenakis: Pleiades- Metaux	Xenakis: Pleiades
Thu Aug 22 14:16:23 2013		MaJaLe & Unis, Vir	Falling Sky	Imaginarium
Thu Aug 22 14:20:46 2013		Celia Green	In The Extreme	em:t 2000 [Disc 1]
Thu Aug 22 14:29:40 2013		Ban Ben Long [?]	The Last Emperor- Theme	n/a
Thu Aug 22 14:35:28 2013		Ravi Shankar & Philip Glass	Offering	Passages
Thu Aug 22 14:44:58 2013		Paul Bowles	The Circular Valley	Baptism of Solitude
Thu Aug 22 14:48:07 2013		Xopher Davidson	pool of mercury	A Sombient Collection- The Throne Of Drones
Thu Aug 22 14:52:46 2013		Robert Fripp	The Gates Of Paradise	The Gates of Paradise
Thu Aug 22 15:04:09 2013		Mari Kimura And Roberto Morales Manzanares	Montes Sirenas	Mari Kimura And Roberto Morales Manzanares- Leyendas (777405006929) (2000)
Thu Aug 22 15:09:39 2013		Harold Budd	The Room (Album Version)	The White Arcades
Thu Aug 22 15:12:40 2013		Adgar Froese	Panorphelia	A Brief History Of Ambient Volume 1 [Disc 2]
Thu Aug 22 15:21:08 2013		Jose Halac	Ball, Sincretismo #4	n/a
Thu Aug 22 15:29:38 2013		Amadinda Percussion Group	Piano Phase	Amadinda
Thu Aug 22 15:41:14 2013		EM	Reflective	360 Degrees- A Foundry Project
Thu Aug 22 15:45:40 2013		Robert Fripp & Brian Eno	Evening Star	The Essential Fripp & Eno
Thu Aug 22 15:53:13 2013		Balanescu Quartet	East	Luminitza
Thu Aug 22 15:57:06 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 3	Cage: The Seasons
Thu Aug 22 15:58:27 2013		Synergy	On Presuming To Be Modern II	Cords
Thu Aug 22 16:01:15 2013		CelloCosmos	Grand Shift	CelloCosmos
Thu Aug 22 16:12:51 2013		Final	Despotic	One
Thu Aug 22 16:20:33 2013		Paul Schutze	The Memory Of Water	Green Evil
Thu Aug 22 16:25:27 2013		Karin Hoghielm	Vocalis	Hoghielm: Apocryphal
Thu Aug 22 16:27:23 2013		Steve Reich	Violin Phase	Octet/Music for a Large Ensemble/Violin Phase
Thu Aug 22 16:42:28 2013		Adrian Moore	Becalmed 1 (2001)	Presence III [Disc 2]
Thu Aug 22 16:46:14 2013		Hywel Davies	Apus Apus	Em:T 1197
Thu Aug 22 16:54:32 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 3. 06', 38'	Stockhausen: Mantra
Thu Aug 22 16:59:20 2013		Herbert Henck	Klavierstucke	Music Of Our Time
Thu Aug 22 17:01:15 2013		M. Griffin	Escape/Approach	Sudden Dark
Thu Aug 22 17:06:15 2013		Towering Inferno	Part IV: the Rose (II)	Kaddish
Thu Aug 22 17:09:43 2013		Brian Eno	Neroli	Sonora Portraits
Thu Aug 22 17:14:39 2013		Gregory Jay Lowe	Song Of The Turtle	DISContact II [Disc 2]
Thu Aug 22 17:17:06 2013		Stephen Drury	Cage: One	Complete John Cage Edition, Vol. 13- The Piano Works 1
Thu Aug 22 17:26:19 2013		Chas Smith	An Hour Out Of Desert Center	An Hour Out Of Desert Center
Thu Aug 22 17:34:51 2013		Martin Fumarola	SC (1999-2000)	Presence III [Disc 1]
Thu Aug 22 17:37:49 2013		Joshua Pierce	Sonata #5	n/a
Thu Aug 22 17:39:01 2013		Francis Dhomont	L'electro	DISContact! II [Disc 1]
Thu Aug 22 17:40:16 2013		Klaus Schulze	Georg Trakl	X [Disc 1]
Thu Aug 22 18:06:15 2013		Robert Fripp & The League Of The Crafty Guitarists	Eye of the Needle	Show of hands
Thu Aug 22 18:09:08 2013		Bill Nelson	Loving Tongues	Pavilions Of The Heart And Soul
Thu Aug 22 18:13:12 2013		William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 3	Feldman: Rothko Chapel, Why Patterns?
Thu Aug 22 18:16:07 2013		Brian Eno	Tal Coat	Ambient Volume 2- Imaginary Landscapes (1)
Thu Aug 22 18:21:08 2013		Paul Bowles	You Are Not I	Baptism of Solitude
Thu Aug 22 18:21:21 2013		David Behrman	Interspecies Smalltalk- Part 1	Leapday Night
Thu Aug 22 18:30:52 2013		Final	Awake But Numb	One
Thu Aug 22 18:34:29 2013		Kronos Quartet	Riley: Salome Dances For Peace- 2. Conquest Of The War Demons:	n/a
Thu Aug 22 18:38:03 2013		Saulius Sondeckis: Lithuanian Chamber Orchestra	Part: Psalom	Part: Litany
Thu Aug 22 18:44:44 2013		Bernard Fort	Forestiere (edit)	EarthEar Radio Volume 2: Winter 2002
Thu Aug 22 18:48:35 2013		Terre Thaemlitz	Fina/Departure	Tranquilizer
Thu Aug 22 18:52:26 2013		Pierre Henry	Henry (P): Le Livre Des Morts Egyptien- Transformation	Henry (P): Le Livre Des Morts Egyptien
Thu Aug 22 18:56:58 2013		Robert Fripp & Brian Eno	Evening Star	The Essential Fripp & Eno
Thu Aug 22 19:04:22 2013		Carl Stone	Gadberry's 1989	Mom's
Thu Aug 22 19:13:36 2013		Popol Vuh	Si haJing woChuang ru-Meng pato49	Affensunde
Thu Aug 22 19:20:50 2013		Moebius & Plank	Two Oldtimers	Begegnungen
Thu Aug 22 19:27:39 2013		Klaus Schulze	Nostalgic Echo: Autumn Sonata	La Vie Electronique 5 [[Disc 2]]
Thu Aug 22 19:33:18 2013		A Produce/Chas Smith	Empty Pause	Inscape & Landscape
Thu Aug 22 19:37:12 2013		Buono, Robert Del	Harmonica	DISContact! II [Disc 1]
Thu Aug 22 19:39:26 2013		Robert Fripp & The League Of The Crafty Guitarists	Burning Siesta	Show of hands
Thu Aug 22 19:40:45 2013		Ian Chuprun	Duet [for headphones]	DISContact! II [Disc 1]
Thu Aug 22 19:43:08 2013		Wendy Carlos	Theme From A Clockwork Orange (Beethoviana)	Clockwork Orange- Complete Original Score
Thu Aug 22 19:44:45 2013		Harold Budd	Algebra Of Darkness (Album Version)	The White Arcades
Thu Aug 22 19:50:59 2013		Bad Data	One By Four By Nine	em:t explorer [Disc 1]
Thu Aug 22 19:56:49 2013		Partch, Harry; Anne LeBaron; Elizabeth Brown; Dean Drummond; Ne	Castor and Pollux (Partch)	n/a
Thu Aug 22 20:12:09 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 3. 06', 38'	Stockhausen: Mantra
Thu Aug 22 20:16:56 2013		Steve Reich	Music For A Large Ensemble	Octet/Music for a Large Ensemble/Violin Phase
Thu Aug 22 20:32:19 2013		Forrest Fang	Filling The Bowl	Bibimbap
Thu Aug 22 20:37:54 2013		Beverley Johnston	Chronaxie	Impact
Thu Aug 22 20:49:24 2013		Kate Musker, Bill Frisell, Alexander Balanescu, Etc.	Bryars: After The Requiem	Bryars: After The Requiem
Thu Aug 22 21:04:45 2013		Laraaji	Meditation No 2	Ambient 3: Day Of Radiance
Thu Aug 22 21:12:34 2013		Eno, Moebius & Roedelius	Base & Apex	After The Heat
Thu Aug 22 21:16:47 2013		Steve Roach	Twilight Heat	Empetus
Thu Aug 22 21:19:35 2013		Stephen Drury	Cage: Music For Two	Complete John Cage Edition, Vol. 13- The Piano Works 1
Thu Aug 22 21:49:06 2013		Kim Cascone	Vortex Shedding [Bluecube Recombinant 02]	Microscopic Sound
Thu Aug 22 21:54:27 2013		Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Thu Aug 22 21:59:53 2013		Joshua Pierce	Sonata #7	n/a
Thu Aug 22 22:01:38 2013		TCH	Semipalatinsk (Experimental Passenger Part II)	Sinflower
Thu Aug 22 22:04:01 2013		Moebius	Nervos	Begegnungen
Thu Aug 22 22:07:21 2013		Beatsystem	Closely Tuned Drone	Em:t 2297
Thu Aug 22 22:16:38 2013		Ciamaga, Gustav	Possible Spaces No. 1	DISContact! II [Disc 1]
Thu Aug 22 22:19:08 2013		Ryuichi Sakamoto	Slat Dance	Soundbytes
Thu Aug 22 22:21:49 2013		Glen Velez	Velez Rubio	Rhythmcolor Exotica
Thu Aug 22 22:24:08 2013		Loop Guru	...Zen Bowls	The Fountains Of Paradise
Thu Aug 22 22:27:12 2013		Hans Reichel	Upper Larum	Lower Lurum
Thu Aug 22 22:30:59 2013		Robert Fripp	Interlude	1999
Thu Aug 22 22:35:14 2013		Vir Unis & Saul Stokes	Thermal Transfer	Thermal Transfer
Thu Aug 22 22:43:36 2013		Hans Joachim Roedelius	Ansinnen	Lustwandel
Thu Aug 22 22:44:16 2013		Amorphous Androgynous	Mountain Goat	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 22 22:48:37 2013		Michael Tilson Thomas: Steve Reich & Musicians	Reich: Music For Mallet Instruments, Voices & Electric Organ	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Thu Aug 22 23:05:21 2013		William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 2	Feldman: Rothko Chapel, Why Patterns?
Thu Aug 22 23:09:58 2013		Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Thu Aug 22 23:22:04 2013		Microstoria	Quit Not Save	_Snd
Thu Aug 22 23:24:51 2013		The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Thu Aug 22 23:25:44 2013		Angus Maclaurin	Secret Handshake Part I	Glass Music
Thu Aug 22 23:29:58 2013		Miasma	Settled Storm	em:t explorer [Disc 1]
Thu Aug 22 23:36:08 2013		Edgar Froese	Panorphelia	Aqua
Thu Aug 22 23:44:45 2013		Noise & Rhythm	A Filament in Strata	A Sombient Collection- The Throne Of Drones
Thu Aug 22 23:47:49 2013		Margaret Leng Tan; Dennis Russell Davies: American Composers Or	Cage: Concerto For Prepared Piano & Orchestra- Part 3	n/a
Thu Aug 22 23:51:46 2013		Christopher Franke	Electric Becomes Eclectic	A Brief History Of Ambient Volume 1 [Disc 1]
Thu Aug 22 23:55:20 2013		Staars	High Skies	360 Degrees- A Foundry Project
Thu Aug 22 23:58:31 2013		Thomas Koner	Subnival	em:t 2000 [Disc 1]
Fri Aug 23 00:03:26 2013		David Tudor	Pulsers	Three Works For Live Electronics
Fri Aug 23 00:23:32 2013		David Darling	Etude For T.O.D.	A Sombient Collection- The Throne Of Drones
Fri Aug 23 00:28:16 2013		Morton Feldman	Feldman: Voices & Cello	Only
Fri Aug 23 00:34:51 2013		CelloCosmos	MacroCosmos (Two)	CelloCosmos
Fri Aug 23 00:39:25 2013		Brian Eno/Jon Hassell	Delta Rain Dream	A Brief History Of Ambient Volume 1 [Disc 2]
Fri Aug 23 00:42:40 2013		Byzar	Purelove	Incursions In Illbient
Fri Aug 23 00:44:20 2013		Robert Fripp & The League Of The Crafty Guitarists	Circulation	Show of hands
Fri Aug 23 00:46:38 2013		Michael Brook	Earth Floor	A Brief History Of Ambient Volume 1 [Disc 2]
Fri Aug 23 00:50:59 2013		Dino Saluzzi	Remoteness: ... And The Years Went By	Andina
Fri Aug 23 00:53:38 2013		Mother Mallard	Part Eleven (1986)	The Continuing Story of Counterpoint Parts 9-12
Fri Aug 23 01:06:58 2013		Robert Fripp & Brian Eno	Terebellum	The Equatorial Stars
Fri Aug 23 01:14:35 2013		Brian Eno	Markgraph	The Shutov Assembly
Fri Aug 23 01:17:57 2013		Terry Riley	Music Of A Thousand Springs	In C- Shanghai Film Orchestra
Fri Aug 23 01:33:31 2013		Kronos Quartet	Riley: Salome Dances For Peace- The Ecstasy: Seduction Of The B	n/a
Fri Aug 23 01:36:43 2013		Michael Stearns	Voyager	Collected Thematic Works 1977-1987
Fri Aug 23 01:39:15 2013		Cluster & Eno	Schone Hande	Begegnungen
Fri Aug 23 01:42:07 2013		Warren Burt	La Strega Bianca della Luna II (The White Witch of the Moon)	Sonic Circuits VI
Fri Aug 23 01:50:22 2013		Popol Vuh	They Danced, They Loved as of The Old	70's Progressives
Fri Aug 23 01:54:51 2013		Pauline Vaillancourt	Yon Dzou Vladimir Oulinov	Ne Blamez Jamais Les Bedouins
Fri Aug 23 01:55:32 2013		Cosmic Jokers	Loving Frequencies	Planeten Sit-In
Fri Aug 23 01:58:43 2013		Towering Inferno	Part III: Juden	Kaddish
Fri Aug 23 01:59:30 2013		Chris Meloche	Extensions V [for Ionospheric Sounds, Trombone & Electronics]	DISContact II [Disc 2]
Fri Aug 23 02:02:08 2013		Artemiy Artemiev & Peter Frohmader	Zen Garden	Space Icon
Fri Aug 23 02:06:06 2013		Thomas Brinkmann	Studio 1 Variationen Gelb	Microscopic Sound
Fri Aug 23 02:10:16 2013		Vangelis	Movement 6	Mythodea: Music for the NASA Mission -- 2001 Mars Odyssey
Fri Aug 23 02:16:47 2013		Byrne/Eno	Mountain Of Needles	Ambient Volume 2- Imaginary Landscapes (1)
Fri Aug 23 02:19:15 2013		Joshua Pierce	Second Interlude	John Cage: Sonatas & Interludes for prepared Piano
Fri Aug 23 02:22:40 2013		Biosphere	En Trance	A Sombient Collection- The Throne Of Drones
Fri Aug 23 02:27:34 2013		Wendy Carlos	A Woman's Song	n/a
Fri Aug 23 02:31:16 2013		Klaus Schulze	Return of the Tempel: Midnight Blue	In Blue [Disc 2]
Fri Aug 23 02:40:47 2013		Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 1	Cage: The Seasons
Fri Aug 23 02:42:16 2013		Ryuichi Sakamoto	Japan	Soundbytes
Fri Aug 23 02:45:15 2013		Hans Joachim Roedelius	Lustwandel	Lustwandel
Fri Aug 23 02:49:14 2013		Beverley Johnston	Steal the Thunder	Impact
Fri Aug 23 03:00:20 2013		Hans Reichel	Prelude to `Onkel Boskopp` (III)	n/a
Fri Aug 23 03:02:38 2013		Stephen Scott	The Tears of Niobe	Minerva's Web
Fri Aug 23 03:27:24 2013		Steve Reich	Music For Mallet Instruments, Voices And Organ	Another Look At The Counterpoint
Fri Aug 23 03:43:05 2013		Synergy	Delta Four	Games
Fri Aug 23 03:49:05 2013		Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 6. 20', 00'	Stockhausen: Mantra
Fri Aug 23 03:53:44 2013		Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Fri Aug 23 04:10:11 2013		Beatsystem	No Jumping Up And Down / Spooky Action At A Distance	Em:t 2297
Fri Aug 23 04:13:17 2013		David Behrman	Leapday Night- Scene 1	Leapday Night
Fri Aug 23 04:19:19 2013		Sarah Peebles	Nocturnal Premonitions	DISContact II [Disc 2]
Fri Aug 23 04:21:20 2013		Larval	Kristen's Death	2
Fri Aug 23 04:23:54 2013		Edgar Froese	Maroubra Bay	Epsilon In Malaysian Pale
Fri Aug 23 04:40:15 2013		Frank Perry	Treasure Of The Mountain	Solar: A Music Travelogue Volume One
Fri Aug 23 04:47:25 2013		Dennis Russell Davies: American Composers Orchestra	Cage: The Seasons- 3. Summer	Cage: The Seasons
Fri Aug 23 04:53:10 2013		Partch, Harry; Anne LeBaron; Elizabeth Brown; Dean Drummond; Ne	Archipelago (Brown)	n/a
Fri Aug 23 05:04:53 2013		Paul Bowles	Up Above World	Baptism of Solitude
Fri Aug 23 05:06:56 2013		Steve Roach	Merge	Empetus
Fri Aug 23 05:13:22 2013		Peter Garland	Old Men Of The Fiesta: Dance 1a; 1b; 1c	Border Music
Fri Aug 23 05:17:46 2013		David Parsons	Parsons: Pahla Loka	Inner Places
Fri Aug 23 05:27:41 2013		Harry Partch	The Bewitched- Epilogue	n/a
Fri Aug 23 05:29:21 2013		Bad Data	Deep Freeze	Em:T0094
Fri Aug 23 05:33:54 2013		Microstoria	Feld	_Snd
