Thu Jan  1 00:02:18 2015	29	Slow Club	Christmas TV	Christmas Thanks For Nothing
Thu Jan  8 08:28:51 2015	16	Sloppy Seconds	Lonely Christmas	Knock Your Block Off
Thu Jan  8 08:31:54 2015	16	Sinead O'Connor	Silent Night Holy Night	n/a
Thu Jan  8 08:35:35 2015	15	Decemberists, The	Please Daddy (Don't Get Drunk This Christmas)	Alternative Rock X-Mas
Thu Jan  8 08:38:59 2015	13	Rosebuds, The	Journey To Christmas Island	Christmas Tree Island
Thu Jan  8 08:42:12 2015	14	Kelley Stoltz	Winter Girl	Below The Branches
Thu Jan  8 08:45:30 2015	15	Weezer	Silent Night	Christmas With Weezer EP
Thu Jan  8 08:47:40 2015	15	Apples In Stereo	Holiday Mood	Oh Santa!
Thu Jan  8 08:50:14 2015	15	Mancino	Welcome Christmas	Do you EAR what I EAR?
Thu Jan  8 08:53:09 2015	15	Sofia Talvik	A carol for the lonely	n/a
Thu Jan  8 08:56:23 2015	14	Minus 5	Your Christmas Whiskey	Oh Santa! New &amp; Used Christmas Classics (Compilation)
Thu Jan  8 08:59:18 2015	14	Beau Jennings	Christmas Day (Or, A Hungry Dog Will Fight)	Do you EAR what I EAR?
Thu Jan  8 09:02:54 2015	15	August Burns Red	Jingle Bells	August Burns Red Presents: Sleddin' Hill, a Holiday Album
Thu Jan  8 09:07:10 2015	13	Shark	Christmas	HS
Thu Jan  8 09:09:40 2015	12	Saints Of Valory	Winter Lights	A Rock By The Sea Christmas :: Volume Three
Thu Jan  8 09:14:34 2015	14	jens lekman	run away with me	US Tour EP
Thu Jan  8 09:17:26 2015	13	Jennifer O'Connor	Xmas Party	Here with Me
Thu Jan  8 09:19:20 2015	12	Stratocruiser	Last Christmas Girl	stratocruiser holiday music
Thu Jan  8 09:22:39 2015	13	Au Revoir Simone	Fallen Snow	The Bird of Music
Thu Jan  8 09:26:13 2015	15	Foxtails Brigade	I'm Not Really In The Christmas Mood This Year	Time Is Passed
Thu Jan  8 09:30:00 2015	14	Loch Lomond	Holiday	Night Bats
Thu Jan  8 09:32:42 2015	14	Prince	Another Lonely Christmas	The Hits/The B-Sides (Disc 3)
Thu Jan  8 09:37:25 2015	16	Sufjan Stevens	Angels We Have Heard On High	Hark! Songs For Christmas Volume 2
Thu Jan  8 09:38:12 2015	16	Brooke Waggoner	Christmas Tree, O Christmas Tree	Eastside Manor Christmas Sessions 2013
Thu Jan  8 09:40:14 2015	23	Radar Bros.	Xmas Lights	The Illustrated Garden
Thu Jan  8 09:44:00 2015	13	She & Him	Baby, It's Cold Outside	A Very She & Him Christmas
Thu Jan  8 09:46:10 2015	162	Bob Dylan	Little Drummer Boy	Christmas in the Heart
Thu Jan  8 09:48:53 2015	18	Squeeze	Christmas Day	Just Can't Get Enough - New Wave Xmas
Thu Jan  8 09:52:38 2015	12	Walkmen, The	While I Shovel the Snow	Lisbon
Thu Jan  8 09:56:27 2015	12	computer perfection	Able Archer	We Wish You Well On Your Way To Hell
Thu Jan  8 10:01:06 2015	12	Barbary Coasters	Frosty's Beach Party	Hark!
Thu Jan  8 10:02:52 2015	12	Pretenders, The	2000 Miles (2009 Remastered)	Learning to Crawl
Thu Jan  8 10:06:33 2015	13	Maps & Atlases	Winter	BIRP! March 2012 (Compilation)
Thu Jan  8 10:10:57 2015	13	Takeover UK, The	Christmas in LA	n/a
Thu Jan  8 10:14:21 2015	13	Lonnie Walker	Christmas Time In Hell	Do you EAR what I EAR?
Thu Jan  8 10:16:49 2015	12	Emotron, The	Santa Clause (I Still Believe in You)	n/a
Thu Jan  8 10:20:12 2015	13	Bright Eyes	Silver Bells	[A Christmas Album]
Thu Jan  8 10:23:49 2015	13	Throw Me The Statue	Snowshoes	Creaturesque
Thu Jan  8 10:26:28 2015	13	Parmesans	Christmas Time Is Here	n/a
Thu Jan  8 10:29:17 2015	13	Slow Club	Christmas Thanks For Nothing	Christmas Thanks for Nothing Ep
Thu Jan  8 10:33:03 2015	13	My Morning Jacket	I'll Be Home for Christmas (feat. The Head & the Heart) [iTunes	n/a
Thu Jan  8 10:36:24 2015	12	fun.	Sleigh Ride	Holidays Rule
Thu Jan  8 10:39:52 2015	14	Masked Intruder	Silent Night	Under the Mistletoe (Single)
Thu Jan  8 10:42:22 2015	13	Cat Power	Have Yourself A Merry Little Christmas	Have Yourself a Merry Little Christmas (Single)
Thu Jan  8 10:44:23 2015	14	Good Kings, The	Good King Wenceslas	n/a
Thu Jan  8 10:46:55 2015	14	Trembling Blue Stars	Snow Showers	Broken By Whispers
Thu Jan  8 10:52:22 2015	14	Saint Etienne	My Christmas Prayer	Xfm: It's A Cool, Cool Christmas
Thu Jan  8 10:55:42 2015	13	Triggers	A Very Triggers Christmas	XO for the Holidays Vol 3
Thu Jan  8 10:58:28 2015	14	Mynabirds, The	All I Want is Truth (for Christmas)	All I Want Is Truth (for Christmas)
Thu Jan  8 11:02:13 2015	14	Wild Season	Christmas Every Day	n/a
Thu Jan  8 11:05:12 2015	14	Cracker	Merry Christmas Emily	Forever
Thu Jan  8 11:08:51 2015	12	Fawns, The	Snow Day	n/a
Thu Jan  8 11:11:23 2015	14	Matt Costa	All I Want For Christmas	This Warm December: A Brushfire Holiday Vol. 1
Thu Jan  8 11:13:19 2015	15	Gordon Voidwell	Christmas Morn	Christmas Jollies
Thu Jan  8 11:14:51 2015	17	Essex Green	Deck The Halls	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 11:16:36 2015	16	They Might Be Giants	Feast Of Lights	They Might Be Giants ina| Holidayland EP
Thu Jan  8 11:19:08 2015	16	Kenny Laguna	Home For Christmas	A Blackheart Christmas (Compilation)
Thu Jan  8 11:22:34 2015	16	David Martin	Fall La La In Love	n/a
Thu Jan  8 11:25:32 2015	17	Bethan	O Come, O Come Emmanuel	n/a
Thu Jan  8 11:32:12 2015	16	Band, The	Christmas Must Be Tonight	To Kingdom Come (The Definitive Collection)
Thu Jan  8 11:35:39 2015	16	Dean Gray	Dr. Who on Holiday	n/a
Thu Jan  8 11:40:29 2015	17	Bray	This Christmas	n/a
Thu Jan  8 11:43:45 2015	17	Smithereens, The	Rudolph, The Red Nosed Reindeer	Sleighed: The Other Side Of Christmas
Thu Jan  8 11:46:43 2015	17	Bad Religion	Hark! The Herald Angels Sing	Christmas Songs
Thu Jan  8 11:48:39 2015	17	Front Porch Step	I'll Be Home For Christmas	n/a
Thu Jan  8 11:51:09 2015	17	Pet Shop Boys	It Doesn't Often Snow at Christmas	Elton John's Christmas Party
Thu Jan  8 11:54:45 2015	18	Jingle Punx	God Rest Ye Merry Gentlemen	n/a
Thu Jan  8 11:57:20 2015	17	Billy Idol	Jingle Bell Rock	Happy Holidays: A Very Special Christmas Album
Thu Jan  8 11:59:24 2015	17	From Bubblegum To Sky	Last Christmas	n/a
Thu Jan  8 12:01:59 2015	19	Rosebuds, The	Christmas Dan	Christmas Tree Island
Thu Jan  8 12:06:14 2015	18	Long Blondes	Christmas Is Cancelled	Christmas Is Cancelled (Single)
Thu Jan  8 12:10:44 2015	18	Sara Jackson Holman	Carol of the Bells	A Very Merry EP
Thu Jan  8 12:13:09 2015	18	Typhoon	Oh Holy Night	n/a
Thu Jan  8 12:15:16 2015	19	Deer Tick	Christmas All Summer Long	n/a
Thu Jan  8 12:17:44 2015	19	Beach Boys	Little Saint Nick	Christmas With the Beach Boys
Thu Jan  8 12:19:37 2015	127	Smashing Pumpkins	Rudolph The Red Nosed Reindeer (Live)	n/a
Thu Jan  8 12:20:48 2015	24	explosions in the sky	christmas dance	n/a
Thu Jan  8 12:22:47 2015	17	Stars	Winter Bones	The Five Ghosts
Thu Jan  8 12:25:33 2015	17	Sufjan Stevens	Silent Night	Hark! Songs For Christmas Volume 1
Thu Jan  8 12:27:51 2015	198	Eastern Sea	O, Holy Night	First Christmas
Thu Jan  8 12:32:35 2015	15	Wooden Wand & The Briarwood Virgins	Winter In Kentucky	Briarwood
Thu Jan  8 12:36:01 2015	16	Bears	I'm a Snowman	Snowman 7"
Thu Jan  8 12:38:29 2015	15	Belle & Sebastian	O Come. O Come Emmanuel	It's a Cool, Cool Christmas (Compilation)
Thu Jan  8 12:41:52 2015	16	Cold Specks	Winter Solstice	Winter Solstice EP
Thu Jan  8 12:46:29 2015	17	Orange Juice	Holiday Hymn	The Glasgow School
Thu Jan  8 12:48:52 2015	17	Handsome Poets	Merry Xmas Everybody	So This Is Christmas (Compilation)
Thu Jan  8 12:52:11 2015	17	Ramones, The	Merry Christmas (I Don't Wannna Fight Tonight)	Twas The Night Before Hanukkah (Disc Two)
Thu Jan  8 12:54:12 2015	16	Weezer	The First Noel	Christmas With Weezer EP
Thu Jan  8 12:56:22 2015	18	Feist	Lo, How A Rose E're Blooming	Sweet Tracks
Thu Jan  8 13:00:01 2015	16	Beta Radio	Winter Eclipse	n/a
Thu Jan  8 13:05:07 2015	16	Blitzen Trapper	Christmas Is Coming Soon	I'll Stay Til After Christmas
Thu Jan  8 13:07:52 2015	16	Maps Feat. Polly Scattergood	In The Bleak Midwinter	n/a
Thu Jan  8 13:11:44 2015	16	Blue-Eyed Son	White Christmas	n/a
Thu Jan  8 13:14:12 2015	16	Mounties	Merry Christmas Maybe	Light Organ Records presents Sleighed
Thu Jan  8 13:17:53 2015	16	Rilo Kiley	Xmas Cake	Maybe This Christmas Too?
Thu Jan  8 13:23:18 2015	16	Nat Jay	Green Trees Red Hearts	Light Organ Records presents Sleighed
Thu Jan  8 13:25:39 2015	16	Kate Nash	I Hate You This Christmas	Have Faith With Kate Nash This Christmas EP
Thu Jan  8 13:28:23 2015	14	Walkmen, The	Christmas Party	n/a
Thu Jan  8 13:31:21 2015	15	Trophy Fire, The	Last Christmas	n/a
Thu Jan  8 13:35:26 2015	15	Flaming Lips	Little Drummer Boy [Live]	n/a
Thu Jan  8 13:40:24 2015	14	Ditty Bops	Jingle Bell Rock	n/a
Thu Jan  8 13:41:57 2015	14	Old 97's	Here It Is Christmas Time	n/a
Thu Jan  8 13:45:31 2015	15	Bright Eyes	The Night Before Christmas	[A Christmas Album]
Thu Jan  8 13:49:43 2015	15	New Pornographers	Joseph, Who Understood	The Spirit of Giving EP
Thu Jan  8 13:52:25 2015	15	My Morning Jacket	Wonderful (iTunes Session)	n/a
Thu Jan  8 13:57:22 2015	14	Over The Rhine	All I Ever Get For Christmas Is Blue	Snow Angels
Thu Jan  8 14:01:38 2015	14	Jessie Torrisi	Christmas Don't Be Late	n/a
Thu Jan  8 14:03:53 2015	14	Piney Gir	Snow Snow, Beautiful Snow	XO for the Holidays Vol 3
Thu Jan  8 14:05:11 2015	14	Dream Diary	Christmas All Over (Tom Petty cover)	n/a
Thu Jan  8 14:07:44 2015	15	Sea Wolf	Winter's Heir	White Water, White Bloom
Thu Jan  8 14:12:01 2015	15	I The Mighty	The Christmas Song	A Foggy Holiday: Carols From the SF Scene, Volume 2
Thu Jan  8 14:15:02 2015	14	Andrew Dost (Anathallo)	Yeah, I Know, It's Christmastime	n/a
Thu Jan  8 14:16:56 2015	14	Bosque Brown	Silent Night	I'll Stay 'Til After Christmas (Compilation)
Thu Jan  8 14:19:57 2015	14	Tommy Busby	One Little Xmas Tree	n/a
Thu Jan  8 14:22:49 2015	14	Gentleman Auction House	Don't Want Another Christmas (Like Last Christmas)	Christmas in Love
Thu Jan  8 14:26:43 2015	14	Old Monk	Holidays	n/a
Thu Jan  8 14:31:18 2015	14	Bad Religion	God Rest Ye Merry Gentlemen	Christmas Songs
Thu Jan  8 14:32:52 2015	14	Waitresses, The	Christmas Wrapping	King Biscuit Flower Hour
Thu Jan  8 14:37:57 2015	29	Niki & The Dove	Winterheart	Instinct
Thu Jan  8 14:42:13 2015	14	Tipsy	Xxxmas	Uh-Oh!
Thu Jan  8 14:44:35 2015	14	Julian Casablancas	I Wish It Was Christmas Today	Phrazes for the Young
Thu Jan  8 14:47:36 2015	16	Hurricane Bells	The Winters In New York	Tonight Is The Ghost
Thu Jan  8 14:50:13 2015	17	Kingsfoil	The Valley (A Christmas Song) V2	n/a
Thu Jan  8 14:53:54 2015	15	Rosebuds, The	I Hear (Click, Click, Click)	Christmas Tree Island
Thu Jan  8 14:56:53 2015	14	Paper Tongues	O Come O Come	XO For The Holidays
Thu Jan  8 15:01:17 2015	14	Persephoneys Bees	Sleigh Ride	n/a
Thu Jan  8 15:04:27 2015	14	Le Verita	Winter's View	n/a
Thu Jan  8 15:08:41 2015	14	December People	Carol of the Bells	Sounds Like Christmas
Thu Jan  8 15:14:44 2015	13	Sixth Great Lake	Always After Christmas, Boring	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 15:17:32 2015	13	Picture Atlantic	Place to Be, Have Yourself a Merry Little Christmas	n/a
Thu Jan  8 15:22:35 2015	13	Vacancies, The	The Elf Song	A Blackheart Christmas
Thu Jan  8 15:25:19 2015	13	LAKE	Christmas Island	Let's Build a Roof
Thu Jan  8 15:27:46 2015	13	Oppenheimer	Christmas (Baby Please Come Home)	n/a
Thu Jan  8 15:30:11 2015	13	Glam Chops	Countdown To Christmas	Festivus!
Thu Jan  8 15:34:11 2015	14	Downer Party	Xmas Sucks in San Francisco	The Christmas Recordings
Thu Jan  8 15:36:35 2015	14	Garlands, The	Christmas Song	n/a
Thu Jan  8 15:38:46 2015	14	She & Him	I'll Be Home For Christmas	Volume Two [Vinyl]
Thu Jan  8 15:41:08 2015	144	Mikey Wax	Catch The Midnight Flight	A Rock By The Sea Christmas :: Volume Three
Thu Jan  8 15:45:55 2015	14	Cocktails	Tis The Season	n/a
Thu Jan  8 15:49:00 2015	14	Cute Lepers, The	Christmas is the Time To Say I Love You	n/a
Thu Jan  8 15:51:33 2015	14	Bergamot	Winter Anthem	n/a
Thu Jan  8 15:55:16 2015	14	Polyphonic Spree	The Christmas Song (Chestnuts Roasting On An Open Fire)	Holidaydream: Sounds of the Holidays Vol. One
Thu Jan  8 15:57:44 2015	14	Rufus Wainwright	Spotlight On Christmas	Elton John's Christmas Party
Thu Jan  8 16:01:05 2015	13	Dexter Freebish	Last Christmas	n/a
Thu Jan  8 16:04:13 2015	13	Beach Boys	Child Of Winter (Christmas Song)	Christmas With the Beach Boys
Thu Jan  8 16:06:44 2015	13	Magnetic Fields	Everything Is One Big Christmas Tree	Realism
Thu Jan  8 16:08:59 2015	13	Sufjan Stevens	Away In A Manger	Songs for Christmas
Thu Jan  8 16:11:43 2015	14	There Will Be Fireworks	In Excelsis Deo	because, because EP
Thu Jan  8 16:16:34 2015	14	Weezer	We Wish You A Merry Christmas	Christmas With Weezer EP
Thu Jan  8 16:17:54 2015	14	Dickies, The	Silent Night	Punk Rock Xmas
Thu Jan  8 16:20:19 2015	12	Zerbin	Fall	n/a
Thu Jan  8 16:25:48 2015	12	Jingle Punx	Feliz Navidad	n/a
Thu Jan  8 16:27:57 2015	12	Mascott & Gramercy Arms	This Christmastime	n/a
Thu Jan  8 16:30:49 2015	12	Seatraffic	Ave Maria	n/a
Thu Jan  8 16:33:40 2015	13	Fairmont	This Song Is Your Christmas Gift	n/a
Thu Jan  8 16:36:18 2015	13	Big Bad Voodoo Daddy	Rockabilly Christmas	Everything You Want For Christmas
Thu Jan  8 16:39:37 2015	12	Kings Of Convenience	Deilig Er Jorden	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 16:41:50 2015	13	Oranger	Winter Gardener	From the Ashes of Electric Elves
Thu Jan  8 16:45:46 2015	13	Kingsbury Manx	Snow Angel Dance	The Fast Rise and Fall of the South
Thu Jan  8 16:47:38 2015	13	Eastern Sea	First Christmas	First Christmas
Thu Jan  8 16:50:22 2015	13	Allen Toussaint	White Christmas	A Creole Christmas
Thu Jan  8 16:53:01 2015	13	Matthew Mayfield	It's Christmastime Again	A Rock By The Sea Christmas :: Volume Three
Thu Jan  8 16:55:43 2015	12	Acklen	Holiday Away	n/a
Thu Jan  8 16:59:57 2015	12	Zolas, The	Snow	Light Organ Records presents Sleighed
Thu Jan  8 17:03:17 2015	12	Sarah McLachlan	Song For A Winter's Night	Rarities, B-Sides, and other stuff
Thu Jan  8 17:06:53 2015	14	Teenage Fanclub	Alchoholiday	n/a
Thu Jan  8 17:12:08 2015	16	Tracey Thorn	Maybe This Christmas	Tinsel & Lights
Thu Jan  8 17:14:16 2015	15	Spongetones, The	Christmas Boy	n/a
Thu Jan  8 17:16:20 2015	16	Gwens	Christmas Love	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 17:19:17 2015	16	Mindy Smith	It Really Is (A Wonderful Life)	My Holiday
Thu Jan  8 17:22:52 2015	17	Fruit Bats	It's Beginning To Look Like Christmas	Christmas Rules (Compilation)
Thu Jan  8 17:25:45 2015	15	Sleeping At Last	Silver Bells	Christmas Collection 2013 (Compilation)
Thu Jan  8 17:28:44 2015	15	Pretenders, The	Have Yourself A Merry Little Christmas	Absolute Christmas Classics
Thu Jan  8 17:33:20 2015	17	Ventures, The	Sleigh Ride	Christmas Joy
Thu Jan  8 17:35:33 2015	16	My Morning Jacket	Santa Claus Is Back In Town	Wish You A Merry Christmas and A Happy New Year
Thu Jan  8 17:38:58 2015	16	Felice Brothers, The	Murder By Mistletoe	The Felice Brothers
Thu Jan  8 17:43:36 2015	16	gifted children, The	We Three Kings	n/a
Thu Jan  8 17:45:22 2015	16	Kid Congo & The Pink Monkey Birds	Black Santa	Dracula Boots [Vinyl]
Thu Jan  8 17:48:53 2015	17	Laura Gibson	It Came Upon A Midnight Clear	Peace on Earth : A Charity Holiday Album Vol. II
Thu Jan  8 17:51:49 2015	16	Asobi Seksu	Merry Christmas (I Donyt Want To Fight Tonight)	n/a
Thu Jan  8 17:54:51 2015	17	Boston Spaceships	Christmas Girl	Let It Beard
Thu Jan  8 17:57:32 2015	17	Shins, The	Wonderful Christmastime	Holidays Rule
Thu Jan  8 17:59:57 2015	16	Eux Autres	Another Christmas At Home	Another Christmas At Home
Thu Jan  8 18:02:07 2015	16	Frederick	All I Want For Christmas	Light Organ Records presents Sleighed
Thu Jan  8 18:05:30 2015	15	Bela Fleck & The Flecktones	Linus And Lucy	Jingle All the Way [Vinyl]
Thu Jan  8 18:08:17 2015	14	Six By Seven	I Believe In Father Christmas	Xfm: It's A Cool, Cool Christmas
Thu Jan  8 18:12:46 2015	14	I Break Horses	Winter Beats	Hearts
Thu Jan  8 18:17:19 2015	14	Ad Frank & The Fast Easy Women	Winterthru	Your Secrets Are Mine Now
Thu Jan  8 18:20:57 2015	14	Monnone Alone	Everywhere At Once	Festivus!
Thu Jan  8 18:24:35 2015	14	Isobel Campbell & Mark Lanegan	Time Of The Season	Hawk
Thu Jan  8 18:28:59 2015	15	Trophy Fire, The	White Christmas	n/a
Thu Jan  8 18:33:13 2015	15	Slow Club	Silent Night	Christmas, Thanks For Nothing EP
Thu Jan  8 18:34:46 2015	15	Apocalypse Cow	Christmas Thyme	n/a
Thu Jan  8 18:36:07 2015	15	Correatown	Christmas Time is here	Paste Holiday Sampler 2012 (Compilation)
Thu Jan  8 18:38:22 2015	15	Who, The	Christmas	Tommy
Thu Jan  8 18:42:55 2015	16	She & Him	The Christmas Waltz	A Very She & Him Christmas
Thu Jan  8 18:45:26 2015	279	Twisty	Deer Socks	Eenie Meenie Holiday Mix 2013
Thu Jan  8 18:47:49 2015	20	Deer Tick	Choir of Angels	The Black Dirt Sessions
Thu Jan  8 18:50:36 2015	18	Morning Parade	Blue Winter	The Hated And The Loved EP
Thu Jan  8 18:55:09 2015	16	Audible	Winter Coats	In Simple Intervals
Thu Jan  8 18:59:16 2015	16	Snow In Mexico	You And My Winter	Snow in Mexico EP
Thu Jan  8 19:03:11 2015	16	Smash Up Derby	Christmas Bop	Santastic Four
Thu Jan  8 19:05:50 2015	16	East Coast Defector	Xmas At Home	n/a
Thu Jan  8 19:09:36 2015	15	Michael Lyons	Last Christmas	A Rock By The Sea Christmas :: Volume Three
Thu Jan  8 19:13:56 2015	15	Wee Turtles	Benjamin, Santa's On To You	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 19:17:08 2015	15	Joni Mitchell	River	Blue
Thu Jan  8 19:20:52 2015	16	Build Your Own Snowman	God Rest Ye Merry Gentlemen	n/a
Thu Jan  8 19:22:57 2015	15	Deerhoof	Little Drummer Boy	The Perfect Me (Single)
Thu Jan  8 19:24:18 2015	15	Jingle Punx	Up On The Housetop	It's What I Got In My Sack
Thu Jan  8 19:25:55 2015	15	New Pornographers	Arms Of Mary, Looking At A Baby	n/a
Thu Jan  8 19:29:37 2015	15	Fireflies	Winter	n/a
Thu Jan  8 19:32:38 2015	15	Papercuts, The	Winter Daze	Fading Parade
Thu Jan  8 19:36:08 2015	15	Sea Wolf	Winter Windows	Leaves In The River
Thu Jan  8 19:39:50 2015	15	Dan Bryk	Cosy Evenings	n/a
Thu Jan  8 19:42:01 2015	15	Beach Boys	Merry Christmas, Baby	Christmas With the Beach Boys
Thu Jan  8 19:44:11 2015	15	Rosebuds, The	Hold Me Tight	Christmas Tree Island
Thu Jan  8 19:47:37 2015	16	Ladybug Transistor Family And Friends	Christmas Extravaganza	n/a
Thu Jan  8 19:51:43 2015	18	Frontier Ruckus	Christmas Eve, Driving Home	Rare Gems from the Terrorbird Vault Vol II
Thu Jan  8 19:55:48 2015	17	Big Bad Voodoo Daddy	Mr. Heatmiser	Everything You Want For Christmas
Thu Jan  8 20:00:15 2015	17	Teenage Fanclub	Christmas Eve	Xfm: It's A Cool, Cool Christmas
Thu Jan  8 20:02:11 2015	17	Goldenboy	Holiday	Sleepwalker
Thu Jan  8 20:05:17 2015	16	Ashes, The	Am I Too Old For Christmas	Mint 400 Records: A Very Merry Christmas Compilation
Thu Jan  8 20:07:41 2015	16	Liz Phair	Winter Wonderland	Bath &amp; Body Works Holiday Music 2005: The Perfect Christmas (Compilation)
Thu Jan  8 20:10:00 2015	16	Polyphonic Spree	Carol of the Drum (Little Drummer Boy)	Holidaydream: Sounds of the Holidays Vol. One
Thu Jan  8 20:14:09 2015	14	Slade	Santa Claus Is Coming To Town	Crackers
Thu Jan  8 20:16:44 2015	14	Sufjan Stevens	Holly Jolly Christmas	Silver & Gold
Thu Jan  8 20:18:57 2015	17	Please Do Not Fight	It Never Snows In San Francisco	n/a
Thu Jan  8 20:22:23 2015	13	SNMNMNM	If you didn't get me anything before, why did you get me anythi	As Best As We Can
Thu Jan  8 20:26:09 2015	13	Bad Religion	O Come, O Come Emmanuel	Christmas Songs
Thu Jan  8 20:28:08 2015	13	Stevie Wonder	What Christmas Means To Me	Someday At Christmas
Thu Jan  8 20:30:31 2015	24	Cute Lepers, The	All I Ever Want (Under the Christmas Tree)	A Blackheart Christmas
Thu Jan  8 20:34:31 2015	14	Los Campesinos!	When Christmas Comes	n/a
Thu Jan  8 20:38:15 2015	15	Eastern Sea	This Is Christmas	First Christmas
Thu Jan  8 20:40:59 2015	15	High the Moon	Christmas Day	n/a
Thu Jan  8 20:43:48 2015	15	Bright Eyes	Blue Christmas	Maybe This Christmas
Thu Jan  8 20:46:11 2015	16	Barbary Coasters	I Want A Monkey for Christmas	Hark!
Thu Jan  8 20:48:39 2015	15	Mister Loveless	Blue Christmas (feat. Meghan Elizabeth)	n/a
Thu Jan  8 20:51:24 2015	14	Head And The Heart, The	What Are You Doing New Year's Eve	Holidays Rule
Thu Jan  8 20:55:38 2015	14	U2	Christmas (Baby Please Come Home)	Pop
Thu Jan  8 20:57:51 2015	14	scott allen patrick scheurman	Assassination on Christmas Eve	n/a
Thu Jan  8 21:01:04 2015	13	Dave Matthews Band	Christmas Song	Kevin And Bean's Last Christmas
Thu Jan  8 21:06:32 2015	13	Western Lows	Silent Night	Festivus!
Thu Jan  8 21:09:26 2015	13	Man of Arms	It's Christmas Time And Every Thing's Wrong	I'll Stay Til After Christmas
Thu Jan  8 21:10:59 2015	13	Chelsea Coleman	The Merry Innocents	n/a
Thu Jan  8 21:14:22 2015	14	Triangle Park	Christmas Lights	Kindercore Records Christmas, Volume 2 (Compilation)
Thu Jan  8 21:17:16 2015	14	Puppini Sisters	Last Christmas	Christmas With The Puppini Sisters
Thu Jan  8 21:22:01 2015	14	Kenny Vance and the Planotones	Mr. Santa	Paste Holiday Sampler 2012 (Compilation)
Thu Jan  8 21:24:53 2015	14	Throwing Muses	Santa Claus	Hunkpapa
Thu Jan  8 21:28:38 2015	14	Johnny Payne	Green & Gold	Light Organ Records presents Sleighed
Thu Jan  8 21:32:46 2015	14	Photo Ops	Singers And Dancers	n/a
Thu Jan  8 21:35:35 2015	14	Why They Came	Just Like Christmas	n/a
Thu Jan  8 21:38:35 2015	14	Evangelicals	The Last Christmas On Earth	Mistletonia (Compilation)
Thu Jan  8 21:42:38 2015	14	Slow Club	All Alone At Christmas	Christmas Thanks for Nothing EP
Thu Jan  8 21:46:53 2015	14	Flaming Lips	A Change At Christmas (Say It Isn't So)	Ego Tripping At The Gates Of Hell (EP)
Thu Jan  8 21:52:09 2015	14	Chikita Violenta	Holiday	Tre3s
Thu Jan  8 21:53:46 2015	14	My Morning Jacket	Welcome Home (iTunes Session)	n/a
Thu Jan  8 21:57:22 2015	13	They Might Be Giants	Santa's Beard	Lincoln
Thu Jan  8 21:59:18 2015	13	Office Romance	I Love The Holidays	Paste Holiday Sampler 2012 (Compilation)
Thu Jan  8 22:01:44 2015	13	Brian Setzer Orchestra	Sleigh Ride	Boogie Woogie Christmas
Thu Jan  8 22:04:17 2015	13	Bjyrk	Solstice	n/a
Thu Jan  8 22:09:01 2015	15	Maybe It's Reno	Gravestones and Christmas Trees	Maybe It's Reno
Thu Jan  8 22:11:36 2015	12	Jingle Punx	Santa Baby	It's What I Got In My Sack
Thu Jan  8 22:14:57 2015	12	Olms	Christmas Thyme	Paste Holiday Sampler 2013 (Compilation)
Thu Jan  8 22:17:34 2015	13	AgesandAges	We Need A Little Christmas	Holidays Rule (Compilation)
Thu Jan  8 22:20:39 2015	13	Built For The Sea	Baby, Itys Cold Outside	n/a
Thu Jan  8 22:23:41 2015	14	She & Him	Christmas Wish	A Very She & Him Christmas
Thu Jan  8 22:26:31 2015	13	Bandrew	Christmas Time Pleasantries With Road Kill	n/a
Thu Jan  8 22:27:55 2015	14	Lyle Lovett	The Girl With The Holiday Smile	Songs for the Season - Single
Thu Jan  8 22:31:49 2015	13	BNLX	What Do You Have Under the Tree for Me	BNLX-Mas, brought to you by Your BNLX
Thu Jan  8 22:34:38 2015	15	Overview	I Believe In Father Christmas	A Foggy Holiday: Carols From the SF Scene, Volume 2
Thu Jan  8 22:38:39 2015	14	Gorky's Zygotic Mynci	Hwiangerdd Mair	Xfm: It's A Cool, Cool Christmas
Thu Jan  8 22:41:42 2015	13	Fiction Family	I Don't Need No Santa Clause	Holiday EP
Thu Jan  8 22:44:35 2015	13	Very Most	Stars And Happiness Forever	n/a
Thu Jan  8 22:47:16 2015	13	Dave Barnes	Mary And Joseph	Very Merry Christmas
Thu Jan  8 22:51:17 2015	14	Choir Of Young Believers	Wintertime Love	This Is For The White In Your Eyes
Thu Jan  8 22:56:21 2015	14	Polyphonic Spree	Carol Of The Bells	A Polyphonic Christmas Carol EP
Thu Jan  8 22:57:10 2015	14	Soviet League	The Holiday Game	n/a
Thu Jan  8 23:01:57 2015	14	Loquat	2,000 Miles	A Foggy Holiday: Carols From the SF Scene, Volume 2
Thu Jan  8 23:05:23 2015	15	Black Prairie Featuring Sallie Ford	(Everybody's Waitin' For) The Man With The Bag	Holidays Rule
Thu Jan  8 23:08:54 2015	15	Of Montreal	Christmas Isn't Safe For Animals	If He Is Protecting Our Nation, Then Who Will Protect Big Oil, Our Children?
Thu Jan  8 23:12:25 2015	15	Emperor Norton	Feliz Navidad	A Foggy Holiday - Carols From The SF Scene
