Mon Dec  1 00:01:48 2014	99	Ghostland Observatory	Midnight Voyage	Ghostland
Sat Dec 13 02:57:56 2014	131	Kills	Getting Down	Midnight Boom
Sat Dec 13 03:00:40 2014	129	Delorean	Moonson	Ayrton Senna EP
Sat Dec 13 03:04:23 2014	126	Peter Bjorn & John	Young Folks (Phones Remix)	Writer's Block
Sat Dec 13 03:11:37 2014	125	Hot Chip	Ends Of The Earth	In Our Heads
Sat Dec 13 03:17:03 2014	121	Dirty Vegas	Never Enough	Electric Love
Sat Dec 13 03:20:08 2014	125	Sebastian	Ross Ross Ross	Total
Sat Dec 13 03:23:46 2014	126	School	And Suddenly	Searching For The Now 6
Sat Dec 13 03:26:00 2014	124	Lapalux	Guuurl	Nostalchic
Sat Dec 13 03:29:38 2014	121	Stereo Image	Double Mirror	Stereo Image
Sat Dec 13 03:32:15 2014	122	Com Truise	Declination (Instrumental)	Hohokum Soundtrack
Sat Dec 13 03:36:45 2014	125	Go! Team	Voice Yr Choice (Tobacco Remix)	Rolling Blackouts
Sat Dec 13 03:40:18 2014	123	Maximum Balloon	Apartment Wrestling	Maximum Balloon
Sat Dec 13 03:43:50 2014	127	Tensnake	Love Sublime	Glow
Sat Dec 13 03:47:21 2014	131	Clintongore	Watch Out	clintongore
Sat Dec 13 03:51:19 2014	130	Cassettes Won't Listen	Metronomes	Small-time Machine
Sat Dec 13 03:55:41 2014	121	Miike Snow	Paddling Out	Happy to You
Sat Dec 13 03:59:31 2014	123	Chromeo	Fall Back 2U	White Women
Sat Dec 13 04:05:28 2014	129	Rush Midnight	They'll Never Know	Rush Midnight
Sat Dec 13 04:08:51 2014	131	Metric	Youth Without Youth	Synthetica
Sat Dec 13 04:13:04 2014	134	Xx	Heart Skipped A Beat	xx
Sat Dec 13 04:17:04 2014	133	Body Language	Infinite Sunshine	Infinite Sunshine
Sat Dec 13 04:21:42 2014	129	Blue Sky Black Death	Set Fire	Third Party
Sat Dec 13 04:23:44 2014	127	Hot Chip	These Chains	In Our Heads
Sat Dec 13 04:28:11 2014	125	Seedy Seeds	Run Down The Day	Verb Noun
Sat Dec 13 04:32:55 2014	132	Blackbird Blackbird	Feel It In My Bones (Instrumental)	Tangerine Sky
Sat Dec 13 04:36:32 2014	129	Justice	Civilization (Radio Edit)	Civilization
Sat Dec 13 04:39:46 2014	128	Chromatics	I Want Your Love	Night Drive
Sat Dec 13 04:46:24 2014	132	Alias	Well Water Black (Feat. Yoni Wolf Of Why)	Resurgam
Sat Dec 13 04:51:58 2014	135	Hey Willpower	Phenomenon	P.D.A.
Sat Dec 13 04:55:29 2014	126	Is Tropical	The Greeks	Kitsune Maison 11
Sat Dec 13 04:59:17 2014	131	Bird & The Bee	Rich Girl	Interpreting the Masters, Vol. 1: A Tribute to Daryl Hall & John Oates
Sat Dec 13 05:01:50 2014	136	New Young Pony Club	Architect Of Love	The Optimist
Sat Dec 13 05:06:21 2014	139	Metronomy	The Bay (Stopmakingme Remix)	The Bay - Single (from The English Riveria)
Sat Dec 13 05:12:09 2014	142	Anderson	Michael Running On The Asphalt	It Runs In The Family
Sat Dec 13 05:16:46 2014	138	Groove Armada	Shameless (Featuring Bryan Ferry)	Black Light
Sat Dec 13 05:21:23 2014	141	Architecture In Helsinki	Contact High	Moment Bends
Sat Dec 13 05:24:53 2014	142	Sintemu	Mad	Building A Better Robot - vol.1
Sat Dec 13 05:28:37 2014	138	Chvrches	Under The Tide	The Bones Of What You Believe
Sat Dec 13 05:33:05 2014	139	World Of Science	You're So Handsome	Makeout Music By
Sat Dec 13 05:38:19 2014	146	Lunic	Moving On	Future Sex Drama
Sat Dec 13 05:42:18 2014	145	Mew	Cartoons And Macrameyy Wounds	n/a
Sat Dec 13 05:49:17 2014	138	Errors	A Rumour In Africa	Come Down With Me
Sat Dec 13 05:53:22 2014	134	Rubin Steiner	Another Record Story	Weird Hits, Two Covers & A Love Song
Sat Dec 13 05:57:14 2014	133	Deerhunter	Coronado	Halcyon Digest
Sat Dec 13 06:00:20 2014	138	Martin Solveig	The Night Out (Madeon Remix Extended)	The Night Out EP
Sat Dec 13 06:04:51 2014	135	Rainbow Arabia	Holiday In Congo	Kabukimono
Sat Dec 13 06:08:47 2014	139	CSS	Move (Cut Copy Remix)	redthreat.wordpress.com
Sat Dec 13 06:15:07 2014	138	Midnight Juggernauts	Twenty Thousand Leagues	Dystopia
Sat Dec 13 06:19:29 2014	140	Yacht	Tripped And Fell In Love	Shangri-La
Sat Dec 13 06:26:20 2014	142	Lcd Soundsystem	Losing My Edge	Losing My Edge
Sat Dec 13 06:34:19 2014	148	Am & Shawn Lee	Lonely Life (Dic Money Remix)	Promises Are Never Far From Lies Remix EP
Sat Dec 13 06:39:17 2014	147	The Chain Gang of 1974	You	Daydream Forever
Sat Dec 13 06:42:00 2014	150	Tad Wily	Garage Love	Right Fit EP
Sat Dec 13 06:48:14 2014	154	Phoenix	Drakkar Noir	Bankrupt!
Sat Dec 13 06:51:24 2014	152	Hood Internet	I Ain't That Earthquake (Wallpaper. Vs Little Boots)	thehoodinternet.com
Sat Dec 13 06:54:48 2014	151	Blood & Sunshine	Change Is In The Weather	Change Is In the Weather EP
Sat Dec 13 06:57:59 2014	153	Stereolab	I Was A Sunny Rainphase	Fab Four Sutre
Sat Dec 13 07:01:24 2014	150	Thieves Like Us	Drugs In My Body	Kitsune Maison Vol. 4
Sat Dec 13 07:04:45 2014	157	Au Revoir Simone	Anywhere You Looked	Night Light: Remix Album
Sat Dec 13 07:08:19 2014	157	Single	Perrito Librepensador	Come Tomorrow
Sat Dec 13 07:12:28 2014	154	Pompeya	My Mind Is Clear	Tropical
Sat Dec 13 07:20:18 2014	159	Imperial Teen	Over His Head	Feel The Sound
Sat Dec 13 07:24:06 2014	161	Fur Trade	Pleasure Bound	Don't Get Heavy
Sat Dec 13 07:28:20 2014	154	Casxio	Boiling Point	Seventeen EP
Sat Dec 13 07:31:39 2014	150	Rafter	No Fucking Around	Animal Feelings
Sat Dec 13 07:34:59 2014	144	Black Ghosts	I Don't Know	The Black Ghosts
Sat Dec 13 07:38:08 2014	148	Rosebuds	I Better Run	Night of the Furies
Sat Dec 13 07:41:45 2014	143	Abe Vigoda	Throwing Shade	Crush
Sat Dec 13 07:45:31 2014	147	Notwist	Gravity	The Devil, You + Me
Sat Dec 13 07:49:08 2014	147	World Court, Yacht	Animal Oracle (Premix)	Our Friends In Hell - Remixes By YACHT
Sat Dec 13 07:52:19 2014	150	Letherette	D&T	D&T
Sat Dec 13 07:55:32 2014	152	Klubgrun	Fresh Air	Flashlight EP
Sat Dec 13 07:58:58 2014	140	Classixx	A Stranger Love (feat. Sarah Chernoff)	Hanging Gardens
Sat Dec 13 08:02:52 2014	135	Passion Pit	It's Not My Fault, I'm Happy	Gossamer
Sat Dec 13 08:07:32 2014	145	Faint	I Treat You Wrong	Fasciinatiion
Sat Dec 13 08:10:41 2014	150	Fol Chen	The Idiot	Part I: John Shade, Your Fortune's Made
Sat Dec 13 08:13:43 2014	152	Flaming Lips	Are You A Hypnotist??	Yoshimi Battles The Pink Robots
Sat Dec 13 08:18:20 2014	155	De Atige	Oh Oh, Let's Go Go	n/a
Sat Dec 13 08:20:07 2014	156	Ssion	Growin	BENT
Sat Dec 13 08:24:35 2014	160	Phenomenal Handclap Band	The Written Word	Form And Control
Sat Dec 13 08:28:19 2014	169	Chromeo	When The Night Falls	Business Casual (Deluxe Edition)
Sat Dec 13 08:31:54 2014	166	Little Boots	Motorway	Nocturnes
Sat Dec 13 08:36:41 2014	171	New Young Pony Club	The Get Go	Fantastic Playroom
Sat Dec 13 08:41:12 2014	177	Miike Snow	Song For No One	Miike Snow
Sat Dec 13 08:45:19 2014	173	Very Best	Warm Heart Of Africa	Warm Heart Of Africa
Sat Dec 13 08:48:56 2014	173	Unknown Mortal Orchestra	Thought Ballune	Unknown Mortal Orchestra
Sat Dec 13 08:52:45 2014	169	Young & Sick	Glass	Glass
Sat Dec 13 08:55:53 2014	172	Peter Bjorn & John	Lay It Down	Living Thing
Sat Dec 13 08:59:18 2014	170	Kite In The Air	Filed Away	Kite in the Air
Sat Dec 13 09:04:10 2014	168	Madeon	The City	The City
Sat Dec 13 09:07:48 2014	165	Underground Lovers	Can For Now	Weekend
Sat Dec 13 09:12:21 2014	161	Glass	Washed Up	At Swim Two Birds
Sat Dec 13 09:18:09 2014	172	Digitalism	2 Hearts	I Love You, Dude
Sat Dec 13 09:21:53 2014	169	Datarock	Not Me	Red
Sat Dec 13 09:25:41 2014	170	Of Montreal	For Our Elegant Caste	Skeletal Lamping
Sat Dec 13 09:28:20 2014	170	Yelle	Ce Jeu	Pop-Up
Sat Dec 13 09:31:50 2014	160	Broadcast	Lunch Hour Pops	Haha Sound
Sat Dec 13 09:35:27 2014	165	Tensnake	Things Left To Say	Glow
Sat Dec 13 09:39:37 2014	168	Malbec	Falling Off	The Answering Machine
Sat Dec 13 09:43:45 2014	168	Pretty Lights	My Only Hope	A Color Map of the Sun
Sat Dec 13 09:48:29 2014	171	Herbaliser	Can't Help This Feeling (Beardyman's Glitchbox Hackjob)	Can't Help This Feeling
Sat Dec 13 09:53:57 2014	171	CSS	Css Suxxx	Cansei De Ser Sexy
Sat Dec 13 09:55:59 2014	171	Lcd Soundsystem	Yr City's A Sucker (Full Version)	LCD Soundsystem
Sat Dec 13 10:05:02 2014	156	Hey Young Believer	Waking Up On The Floor	Invisible by Day
Sat Dec 13 10:09:21 2014	157	Ember FX	Good Holiday	Lights & Action
Sat Dec 13 10:12:50 2014	162	Poolside	Give It A Rest	Pacific Standard Time
Sat Dec 13 10:16:22 2014	155	Atlas Sound	Neon Beanbag (Atlas Sound Southern Baptist Remix)	Chemical Chords
Sat Dec 13 10:20:43 2014	157	Phoenix	Long Distance Call	It's Never Been Like That
Sat Dec 13 10:23:51 2014	161	Octopus Project	Fuguefat	Hexadecagon
Sat Dec 13 10:27:23 2014	165	Pretty Good Dance Moves	P.G.D.M.	Pretty Good Dance Moves
Sat Dec 13 10:31:07 2014	170	Pompeya	Y.A.H.T.B.M.F.	Tropical
Sat Dec 13 10:34:50 2014	166	Passion Pit	Make Light	Manners
Sat Dec 13 10:39:36 2014	159	Space March	American Girl	Monumental
Sat Dec 13 10:43:11 2014	159	Phantogram	All Dried Up	Eyelid Movies
Sat Dec 13 10:46:40 2014	157	Woodhands	I Wasn't Made For Fighting (Keytar Hero Remix)	I Wasn't Made for Fighting
Sat Dec 13 10:53:10 2014	159	Polica	Tiff	n/a
Sat Dec 13 10:57:25 2014	158	The Egg	Woodstock 69	Something To Do
Sat Dec 13 11:03:32 2014	162	Heartsrevolution	KISS	Heartsrevolution LP
Sat Dec 13 11:06:49 2014	165	Ratatat	Dura	LP3
Sat Dec 13 11:09:45 2014	167	Naked And Famous	Serenade	Phase Five NZ Music
Sat Dec 13 11:12:47 2014	173	Strfkr	Sazed	Miracle Mile
Sat Dec 13 11:16:07 2014	173	Coppe	Day By Day	Artificial Insemination
Sat Dec 13 11:20:22 2014	168	Miike Snow	Billie Holiday	Miike Snow
Sat Dec 13 11:24:20 2014	166	Black Gold	The Comedown	Rush
Sat Dec 13 11:27:45 2014	167	Holy Ghost!	Hold On	Mock & Toof Remixes-Hold on [Vinyl]
Sat Dec 13 11:33:36 2014	169	Toro Y Moi	Causers Of This	Causers of This
Sat Dec 13 11:36:34 2014	166	Hexes & Ohs	H-H-Highschool	Bedroom Madness
Sat Dec 13 11:40:20 2014	166	Neon Indian	Sleep Paralysist	Green Label Sound
Sat Dec 13 11:44:41 2014	168	N.A.S.A.	The People Tree Feat. David Byrne, Chali 2na, Gift Of Gab & Z-T	n/a
Sat Dec 13 11:48:56 2014	164	Dvas	Consenting Adults	Society
Sat Dec 13 11:53:04 2014	151	Chad Valley	Now That I'm Real (How Does It Feel)	Equatorial Ultravox
Sat Dec 13 11:56:27 2014	156	Kid British Ft. Envy	Electro Punks	Work It! vol 1
Sat Dec 13 11:59:52 2014	154	Body Language	Sandwiches	Speaks
Sat Dec 13 12:05:28 2014	158	Hess Is More	Going Looking For The End Of The World (Bille Bahcnke Remix)	Hess Is More - Creation Keeps the Devil Away - The Remixes
Sat Dec 13 12:11:18 2014	155	We Are Enfant Terrible	I Can't Help Myself	The CMJ Player - CMJ 09
Sat Dec 13 12:15:08 2014	154	Rubies	Stand In Line	Explode From The Center
Sat Dec 13 12:19:53 2014	149	Stereolab	Nous Vous Demandons Pardon	Chemical Chords
Sat Dec 13 12:24:44 2014	144	Raveonettes	Suicide	In And Out Of Control
Sat Dec 13 12:27:45 2014	143	Sounds	Beatbox	Crossing The Rubicon
Sat Dec 13 12:31:46 2014	146	Avec Sans	Perth (Bon Iver Cover)	n/a
Sat Dec 13 12:35:31 2014	143	CSS	Patins	Cansei De Ser Sexy
Sat Dec 13 12:37:50 2014	147	Michna	Triple Chrome Dipped	Ghostly Swim
Sat Dec 13 12:41:05 2014	146	Di Johnston	Segue	The Shanghai Restoration Project Presents: Di Johnston
Sat Dec 13 12:43:18 2014	145	Electric Blanket	My Eyes My Heart (Seelenluft Remix)	My Eyes My Heart
Sat Dec 13 12:47:31 2014	146	Cineplexx	02 Espiral (Remix From Picnic)	Picnic
Sat Dec 13 12:50:49 2014	148	Underground Lovers	The Lie That Sets You Free	Weekend
Sat Dec 13 12:58:07 2014	138	Chemical Brothers	Dissolve	Further (CD/DVD)
Sat Dec 13 13:03:59 2014	130	Ra Ra Riot	Ghost Under Rocks (Passion Pit Mix)	Ra Ra Riot Remix
Sat Dec 13 13:09:20 2014	129	Flaming Lips	It's Summertime	Yoshimi Battles The Pink Robots
Sat Dec 13 13:13:21 2014	136	Computer Perfection	Able Archer	We Wish You Well On Your Way To Hell
Sat Dec 13 13:17:59 2014	132	Pacific!	'narcissus'	SXSW 2011 Showcasing Artists
Sat Dec 13 13:23:34 2014	137	Imperial Teen	Don't Know How You Do It	Feel The Sound
Sat Dec 13 13:26:57 2014	139	Darwin Deez	Radar Detector	Darwin Deez
Sat Dec 13 13:30:10 2014	141	Delorean	Deli	Ayrton Senna EP
Sat Dec 13 13:34:38 2014	139	Chromeo	Frequent Flyer	White Women
Sat Dec 13 13:37:46 2014	141	Pretty Lights	Up & Down I Go	Filling Up The City Skies
Sat Dec 13 13:45:36 2014	141	LCD Soundsystem	One Touch	This Is Happening
Sat Dec 13 13:53:18 2014	144	Sugar & Gold	Do It Well	Sugar & Gold Creme
Sat Dec 13 13:57:18 2014	139	Anavan	Skin Like Heather	Cover Story
Sat Dec 13 14:01:17 2014	139	Junior Senior	Rhythm Bandits	d-d-don't don't stop the beat [Explicit]
Sat Dec 13 14:04:00 2014	139	Passion Pit	Carried Away	Gossamer
Sat Dec 13 14:07:45 2014	140	Of Montreal	Brush, Brush, Brush	Music Is... Awesome!
Sat Dec 13 14:09:09 2014	137	Am & Shawn Lee	All The Love	La Musique Numerique
Sat Dec 13 14:12:55 2014	135	Lotus	Golden Ghost	Lotus
Sat Dec 13 14:18:09 2014	131	Rapture	House Of Jealous Lovers	Echoes
Sat Dec 13 14:23:15 2014	131	Chromatics	In The City	After Dark
Sat Dec 13 14:30:21 2014	131	My First Earthquake	Meat Pies	Downstairs
Sat Dec 13 14:32:57 2014	133	Neon Trees	In The Next Room	Habits
Sat Dec 13 14:36:42 2014	137	Pretty Good Dance Moves	Alive Tonight (Ft. Angelina Lu	Pretty Good Dance Moves
Sat Dec 13 14:42:00 2014	133	Blow	True Affection	Paper Television
Sat Dec 13 14:43:27 2014	130	Ember FX	What Aren't We Going To Do	Lights & Action
Sat Dec 13 14:47:58 2014	134	Space March	Do You Remember My Name	Monumental
Sat Dec 13 14:52:22 2014	131	Moving Units	Between Us And Them	Dangerous Dreams
Sat Dec 13 14:55:19 2014	131	Icona Pop	I Love It (Feat. Charli Xcx)	I Love It (feat. Charli XCX)
Sat Dec 13 14:57:52 2014	128	AlunaGeorge	Bad Idea	Body Music
Sat Dec 13 15:01:05 2014	138	Presets	Talk Like That	Apocalypso
Sat Dec 13 15:04:41 2014	132	Coco Solid	Electrik Love	Phase Five NZ Music
Sat Dec 13 15:07:53 2014	131	Justice	Helix	Audo, Video, Disco
Sat Dec 13 15:11:57 2014	133	Solid Gold	Synchronize	Synchronize
Sat Dec 13 15:15:33 2014	130	MGMT	Love Always Remains	Time To Pretend
Sat Dec 13 15:21:08 2014	129	Phenomenal Handclap Band	15 To 20 (Montee Remix)	15 to 20 / You'll Disappear Remixes
Sat Dec 13 15:26:28 2014	142	Capital Cities	Safe and Sound	In A Tidal Wave Of Mystery
Sat Dec 13 15:29:37 2014	139	Ledge	Precious Town	This is Ledge
Sat Dec 13 15:32:33 2014	136	All Good Funk Alliance	Closer To The Edge	Jacks of All Trades
Sat Dec 13 15:36:55 2014	131	Ratatat	Drugs	LP 4
Sat Dec 13 15:41:38 2014	132	Lo-fi-fnk	Unighted	(...And The JFG?)
Sat Dec 13 15:45:19 2014	130	Yacht	I Believe In You	I Believe In You. Your Magic Is Real
Sat Dec 13 15:48:22 2014	131	Ian Fays	The Woo Woo Song (Remix)	The Ian Fays
Sat Dec 13 15:50:22 2014	130	Natalie Portman's Shaved Head	Beard Lust	Glistening Pleasure
Sat Dec 13 15:53:37 2014	128	Calvin Harris	Neon Rocks	I Created Disco
Sat Dec 13 15:57:18 2014	129	Alphawezen	Smile	Smile
Sat Dec 13 16:01:56 2014	131	Hot Chip	And I Was A Boy From School	The Warning
Sat Dec 13 16:07:01 2014	129	Atole	Glo-Stix	Brainwaves EP
Sat Dec 13 16:11:51 2014	131	Official Secrets Act	So Tomorrow	Understanding Electricity
Sat Dec 13 16:15:11 2014	137	Magic Man	Monster	Real Life Color
Sat Dec 13 16:20:55 2014	131	Youngblood Hawke	We Come Running	Wake Up [+digital booklet]
Sat Dec 13 16:24:57 2014	129	Francis And The Lights	The Top	A Modern Promise
Sat Dec 13 16:27:20 2014	133	N.A.S.A.	Gifted (Treasure Fingers Epicwave Remix)	The Spirit Of Apollo [remixes]
Sat Dec 13 16:33:21 2014	130	Body Language	Feel It	Infinite Sunshine
Sat Dec 13 16:38:51 2014	130	Chromeo	Tenderoni (Mstrkrft Remix)	Tenderoni CDS
Sat Dec 13 16:43:35 2014	124	Am & Shawn Lee	Different Forces	Celestial Electric
Sat Dec 13 16:47:01 2014	122	Deastro	Mowgli The Lynx	Ghostly By Night
Sat Dec 13 16:50:44 2014	122	Tad Wily	Go Ahead	Right Fit EP
Sat Dec 13 16:56:11 2014	121	Big Pink	Give It Up	Future This
Sat Dec 13 17:00:35 2014	115	Passion Pit	Sleepyhead (Wallpaper. Dio Remix)	Manners
Sat Dec 13 17:04:09 2014	119	Strfkr	I Don't Want To See	Miracle Mile
Sat Dec 13 17:07:32 2014	116	Tog	Maridalen	Feiring
Sat Dec 13 17:13:16 2014	120	Stereolab	Fractal Dream Of A Thing	Chemical Chords
Sat Dec 13 17:16:45 2014	116	Javelin	On It On It	No Mas
Sat Dec 13 17:20:09 2014	117	New Young Pony Club	Chaos	Optimist
Sat Dec 13 17:23:34 2014	111	La Roux	As If By Magic	La Roux
Sat Dec 13 17:27:12 2014	113	Crystal Castles	Vietnam	Crystal Castles (II)
Sat Dec 13 17:32:18 2014	125	Pompeya	Cheenese	Tropical
Sat Dec 13 17:36:26 2014	120	Lehtmojoe	Touch The Sky	Aisle 7
Sat Dec 13 17:39:38 2014	117	Rene Lopez	Shing-A-Ling Is What I Bring	E.L.S.
Sat Dec 13 17:42:33 2014	110	Phantogram	Let Me Go	Eyelid Movies
Sat Dec 13 17:46:53 2014	106	Sick Of Sarah	Overexposure	2205
Sat Dec 13 17:50:19 2014	105	Cut Copy	Hearts On Fire (Gt Edit)	www.missingtoof.com
Sat Dec 13 17:54:41 2014	101	Starfucker	Hard Smart Beta	Starfucker
Sat Dec 13 17:56:20 2014	100	Uffie	ADD SUV (Ft. Pharell Williams)	Sex Dreams and Denim Jeans
Sat Dec 13 17:59:29 2014	105	Robert De Long	Global Concepts	n/a
Sat Dec 13 18:04:06 2014	101	James Yuill	No Pins Allowed	Turning Down Water For Air
Sat Dec 13 18:07:44 2014	100	Totally Enormous Extinct Dinosaurs	Trouble	Trouble
Sat Dec 13 18:11:31 2014	96	Tic Tic Boom	The Open	Reasons & Rhymes
Sat Dec 13 18:14:51 2014	98	Rubies	Stand In A Line (Shinichi Osawa Remix)	I Feel Electric / Stand In A Line EP
Sat Dec 13 18:20:46 2014	99	Sally Shapiro	Skating In The Moonshine	Disco Romance
Sat Dec 13 18:26:17 2014	99	Bibio	Take Off Your Shirt	Mind Bokeh
Sat Dec 13 18:30:20 2014	96	Casiokids	Elefantenes Hemmelige Gravplass	Aabenbaringen Over Aaskammen
Sat Dec 13 18:34:51 2014	98	Metric	The Void	Synthetica
Sat Dec 13 18:38:09 2014	104	Sbtrkt	Wildfire (Feat. Yukimi Nagano)	Sbtrkt
Sat Dec 13 18:41:25 2014	99	Rapture	Children	In The Grace Of Your Love
Sat Dec 13 18:45:05 2014	95	Pretty Lights	Out Of Time	Glowing In The Darkest Night
Sat Dec 13 18:50:25 2014	95	Hot Chip	Shake A Fist (Morsy Mix)	Nanachill.com
Sat Dec 13 18:53:54 2014	94	Rainbow Arabia	Omar K	The Basta
Sat Dec 13 18:58:50 2014	93	Rubin Steiner	Take Your Time	Weird Hits, Two Covers & A Love Song
Sat Dec 13 19:03:17 2014	93	Passion Pit	I'll Be Alright	Gossamer
Sat Dec 13 19:07:31 2014	88	Chvrches	Now Is Not The Time	Recover
Sat Dec 13 19:11:08 2014	89	Space March	Stop The Press	Monumental
Sat Dec 13 19:15:45 2014	89	Sugar & Gold	Sneek Freq	Get Wet!
Sat Dec 13 19:18:39 2014	91	M83	Kim & Jessie	Saturdays = Youth
Sat Dec 13 19:23:58 2014	89	TYTHE	Careless Woman	& Also With You
Sat Dec 13 19:28:58 2014	88	Blackbird Blackbird	Treehouse	Tangerine Sky (with Radio Edits)
Sat Dec 13 19:34:47 2014	87	Miike Snow	Black & Blue	Miike Snow
Sat Dec 13 19:38:21 2014	91	Dirty Vegas	Little White Doves	Electric Love
Sat Dec 13 19:41:43 2014	85	Sal Zaratte	Cross The Line	n/a
Sat Dec 13 19:46:45 2014	85	Black Ghosts	Repetition Kills You (Rac Remix)	Black Ghosts
Sat Dec 13 19:50:07 2014	81	Olympic Ayers	Magic	Episode III
Sat Dec 13 19:54:01 2014	78	Seyybastien Tellier	Kilometer (Aeroplane Mix)	n/a
Sat Dec 13 19:58:31 2014	77	Her Space Holiday	Osaf	Let's Get Quiet Vol. 2 [EP]
Sat Dec 13 20:02:46 2014	73	Red Channels	Forever	Ghetto Cooking EP
Sat Dec 13 20:08:19 2014	71	Cale Parks	One At A Time	To Swift Mars
Sat Dec 13 20:12:27 2014	72	Kraak & Smaak Feat. Sam Duckworth	Good for the City	Good for the City
Sat Dec 13 20:17:16 2014	76	Au Revoir Simone	Shadows	Still Night, Still Light
Sat Dec 13 20:21:07 2014	78	Sun Glitters	Yesterday's Weakness (Go Dugong Remix)	Cosmic Oceans
Sat Dec 13 20:24:22 2014	79	Discovery	Orange Shirt	LP
Sat Dec 13 20:27:49 2014	77	U.S.E	We The People	L O V E W O R L D RFI Ref v.1 Master
Sat Dec 13 20:32:37 2014	81	Fol Chen	No Wedding Cake	Part I: John Shade, Your Fortune's Made
Sat Dec 13 20:36:10 2014	80	Charlotte Gainsbourg	Terrible Angels	Stage Whisper
Sat Dec 13 20:39:48 2014	77	Pompeya	Power	Tropical
Sat Dec 13 20:44:39 2014	73	Sebastian	Love In Motion [Feat Mayer Hawthorne]	Total
Sat Dec 13 20:48:01 2014	73	AlunaGeorge	You Know You Like It	Body Music
Sat Dec 13 20:51:23 2014	72	Dirty Diamonds	The Showdown	Meet The Dirty Diamonds
Sat Dec 13 20:55:06 2014	72	Grimes	Genesis	Visions
Sat Dec 13 20:59:08 2014	72	My First Earthquake	Cool In The Cool Way	Downstairs
Sat Dec 13 21:01:43 2014	74	Alaska In Winter	The Homeless And The Hummingbirds	Dance Party In The Balkans
Sat Dec 13 21:04:26 2014	73	Daft Punk	Something About Us	Discovery
Sat Dec 13 21:08:10 2014	77	Lcd Soundsystem	Movement	LCD Soundsystem
Sat Dec 13 21:11:06 2014	75	Chairlift	Take It Out On Me	Something
Sat Dec 13 21:15:08 2014	75	Junkie Xl, Datarock	Gloria Feat. Datarock	Gloria
Sat Dec 13 21:18:59 2014	73	Hot Chip	Let Me Be Him	In Our Heads
Sat Dec 13 21:26:31 2014	74	Blonde Redhead	En Particulier	Melody Of Certain Damaged Lemons/Melodie Citronique
Sat Dec 13 21:30:35 2014	71	Bird & The Bee	Fucking Boyfriend [Peaches Remix]	Bird & the Bee
Sat Dec 13 21:35:37 2014	71	Sally Shapiro	Anorak Christmas	Disco Romance
Sat Dec 13 21:39:47 2014	72	Imperial Teen	All The Same	Feel The Sound
Sat Dec 13 21:43:16 2014	76	Trust	Rescue, Mister	Joyland
Sat Dec 13 21:47:41 2014	79	Slow Magic	Corvette Cassette	Triangle
Sat Dec 13 21:50:52 2014	77	Submarines	Thorny Thicket	Honeysuckle Weeks
Sat Dec 13 21:54:21 2014	78	Architecture In Helsinki, Yacht	Do The Whirlwind (Yacht Remix)	Our Friends In Hell - Remixes By YACHT
Sat Dec 13 21:59:05 2014	80	Starlight Mints	Black Champaign	Change Remains
Sat Dec 13 22:02:30 2014	76	Lights	Where The Fence Is Low	Siberia
Sat Dec 13 22:05:47 2014	75	Chromeo	Hard To Say No	White Women
Sat Dec 13 22:09:22 2014	73	Sugar & Gold	Salty Seraphim	Get Wet!
Sat Dec 13 22:12:58 2014	71	Tog	Av hengslene	Feiring
Sat Dec 13 22:15:26 2014	71	Starfucker	Quality Time	Reptilians
Sat Dec 13 22:18:22 2014	71	Delphic	This Momentary	Kitsune Maison Compilation 8
Sat Dec 13 22:22:16 2014	67	Phenomenal Handclap Band	15 To 20 (Skull Juice Remix)	The Phenomenal Handclap Band
Sat Dec 13 22:28:56 2014	68	Venue	Desireena	n/a
Sat Dec 13 22:31:54 2014	69	El Perro Del Mar	Let Me In	Love Is Not Pop
Sat Dec 13 22:34:42 2014	70	City Light	Paranoid Kid	Memory Guide
Sat Dec 13 22:37:50 2014	70	Top Less	Top Less Gay Love Tekno Party	Top Less
Sat Dec 13 22:41:07 2014	74	Pond	Elegant Design	Beard Wives Denim
Sat Dec 13 22:45:07 2014	71	Big Pink	The Palace	Future This
Sat Dec 13 22:48:59 2014	71	Blow & Yacht	Hock It (We Two Remix)	n/a
Sat Dec 13 22:52:42 2014	68	Blue Scholars	Tako	OOF!
Sat Dec 13 22:56:19 2014	72	Of Montreal	Gallery Piece	Skeletal Lamping
Sat Dec 13 22:59:57 2014	72	Flaming Lips	Yoshimi Battles The Pink Robot Part 1	n/a
Sat Dec 13 23:04:42 2014	76	Lehtmojoe	Crash	Aisle 7
Sat Dec 13 23:08:20 2014	76	Passion Pit	Constant Conversations	Gossamer
Sat Dec 13 23:12:08 2014	73	Friendly Fires	I'm Good, I'm Gone (Lykke Li Cover)	Paris + More
Sat Dec 13 23:14:34 2014	75	Alka	Subset Sixteen	Building A Better Robot - vol.1
Sat Dec 13 23:20:19 2014	71	Seyybastien Tellier	Kilometer (A-Trak Extended Dub)	n/a
Sat Dec 13 23:25:42 2014	75	Ladyhawke	Professional Suicide	Ladyhawke
Sat Dec 13 23:29:24 2014	74	Hollywood Holt	Hollywood (Sammy Bananas Remix)	Myspace.com/sammybananas
Sat Dec 13 23:33:26 2014	77	Ratatat	Brulee'	LP3
Sat Dec 13 23:36:47 2014	75	Junior Senior	We R The Handclaps	Hey Hey My My Yo Yo
Sat Dec 13 23:39:51 2014	73	CSS	Left Behind	Donkey
