Mon Apr  1 00:02:01 2013	59	Lisa Papineau	Out To You (Chachi Jones Remix)	Night Moves (Remixes)
Mon Apr 15 05:48:42 2013	111	Cundy's	Who Will You Do	Soundtrack to Alien Abductions
Mon Apr 15 05:53:11 2013	102	Nyboa	Xxx	n/a
Mon Apr 15 05:56:45 2013	102	Donato Wharton	Is That Why Yr Still On Earth	Trabanten
Mon Apr 15 06:00:01 2013	106	Mandrake	Pedra Cruz (Day)	Shake Your Space Traveller
Mon Apr 15 06:04:23 2013	106	Ruzina Frankulin	Silk	Electroblue
Mon Apr 15 06:10:25 2013	113	Carson Day	Come Here Often	Dielectric Records
Mon Apr 15 06:15:13 2013	117	Jon Hopkins	Glasstop	Contact Note
Mon Apr 15 06:17:40 2013	119	bLectum from bLechdom	Robophobic	Haus de Snaus
Mon Apr 15 06:22:01 2013	109	Egg	El Techo	Don't Postpone Joy
Mon Apr 15 06:27:27 2013	115	Kelpe	Nat's Twirly Mug	Sea Inside Body
Mon Apr 15 06:30:58 2013	110	Monoceros	Tales For Silent Nights	Tales for silent nights
Mon Apr 15 06:36:19 2013	114	Barbara Morgenstern	Eine Verabredung	Monika Force
Mon Apr 15 06:40:20 2013	118	Rumpistol	Dynamo	Dynamo
Mon Apr 15 06:45:32 2013	122	Icarus	First Inf (E) Raence	n/a
Mon Apr 15 07:04:03 2013	98	Amon Tobin	Journeyman	Isam
Mon Apr 15 07:10:24 2013	96	Jean Tinguely	High Speed	n/a
Mon Apr 15 07:16:11 2013	85	Album Leaf	Twenty Two Fourteen	In A Safe Place
Mon Apr 15 07:21:41 2013	92	Various	Untitled	n/a
Mon Apr 15 07:23:51 2013	90	I Led 3 Lives	Juinis Arrival	Peace Now
Mon Apr 15 07:28:18 2013	87	Curd Duca	Dark Perc	Elevator 3
Mon Apr 15 07:28:55 2013	86	Rf	Spring	Falls
Mon Apr 15 07:36:37 2013	87	Infinite Scale	Acoustic Snails	Sound Senser EP
Mon Apr 15 07:43:13 2013	89	Autechre	Second Scout	Tri Repetae++
Mon Apr 15 07:50:17 2013	91	Remus	Seperated Junkfood	Humanworkshop
Mon Apr 15 07:54:35 2013	97	Studio Pankow	Zitadelle	Linienbusse
Mon Apr 15 07:57:06 2013	94	Mad Ox	Ame	Ke907
Mon Apr 15 08:02:34 2013	99	Sbtrkt	Heatwave	Sbtrkt
Mon Apr 15 08:05:26 2013	102	Octagon Man	10ft Violins	Ito Calculus
Mon Apr 15 08:09:28 2013	98	Holden	Triangle Folds	DJ Kicks The Exclusives
Mon Apr 15 08:18:02 2013	96	Emilie Simon	The Egg	March of the Empress
Mon Apr 15 08:22:37 2013	108	British Expeditionary Force	A Long Way From Home (Rival Consoles Rmx)	Erased Tapes Collection I - At The End Of All Music Happiness Will Be Erased
Mon Apr 15 08:25:36 2013	100	Yasushi Miura	Kangaroo	Steps
Mon Apr 15 08:27:20 2013	104	Ryuichi Sakamoto	20 Msec.Craig Armstrong Remix	Bricolages
Mon Apr 15 08:32:51 2013	103	Boards Of Canada	Peacock Tail	The Campfire Headphase
Mon Apr 15 08:37:56 2013	104	Coppe	Green Tea Chocolate	9+10=10th. Anniversary : Coppe' {9}
Mon Apr 15 08:44:59 2013	106	Tapage & Meander	Atolla Wyvillei	Etched In Salt
Mon Apr 15 08:49:43 2013	107	Crunch	Pollen	Nullpluze.nz
Mon Apr 15 08:55:17 2013	108	Flashbulb	Five Karots	Kirlian Selections
Mon Apr 15 08:56:38 2013	109	Styrofoam	Oh, But You Are, Really	A Number Of Small Things - A Collection Of Morr Music Singles From 2001 - 2007
Mon Apr 15 09:02:18 2013	116	Bola	Tibular Vader	Fyuti
Mon Apr 15 09:07:00 2013	109	E N V (Itre)	2wei	n/a
Mon Apr 15 09:11:17 2013	112	Lusine Icl	Isa	Condensed
Mon Apr 15 09:16:04 2013	112	Herbaliser	Can't Help This Feeling (Beardyman's Glitchbox Hackjob)	Can't Help This Feeling
Mon Apr 15 09:21:35 2013	113	Herrmann & Kleine	Her Tune	Our Noise
Mon Apr 15 09:27:59 2013	120	Osmic	Bang's Bigger Brother 09	Bang's Bigger Brother
Mon Apr 15 09:32:04 2013	115	Jens Buchert	Bar Code	Fruit Machine
Mon Apr 15 09:36:16 2013	112	Squarepusher	You're Going Down	Maximum Priest
Mon Apr 15 09:39:22 2013	115	Tape	Rush	perpetual dubbing
Mon Apr 15 09:40:25 2013	116	John Beltram	Soft Summer	Lush Life Electronica
Mon Apr 15 09:46:52 2013	114	Mika Vainio	Excerpt 1 / Abe Duque/jimi Ten	Time Examined
Mon Apr 15 09:52:31 2013	124	Remote Viewer	Leuvenbeat	Here I Go Again On My Own
Mon Apr 15 09:57:43 2013	124	Frank Murder	Vatnsveitan	stö›in
Mon Apr 15 10:00:26 2013	121	Autechre	Glitch	Amber
Mon Apr 15 10:06:01 2013	119	Vladislav Delay	Kohmeessa	Demo(n) Tracks
Mon Apr 15 10:08:23 2013	125	Four Tet	Angel Echoes	There Is Love In You
Mon Apr 15 10:12:19 2013	126	Boards Of Canada	Under The Coke Sign	Trans Canada Highway
Mon Apr 15 10:13:26 2013	124	Thomas Fehlmann	Goldhaar	Lowflow
Mon Apr 15 10:16:46 2013	122	Cex	It's All About Guilt	Oops, I Did It Again!
Mon Apr 15 10:20:18 2013	123	Sound Praxis	My Psychotic Baby's Blues	n/a
Mon Apr 15 10:24:07 2013	116	Trickform	Little Noticed	progress report
Mon Apr 15 10:29:37 2013	116	Falty D L	She Sleeps (Ital Remix)	n/a
Mon Apr 15 10:36:19 2013	120	Curd Duca	Misty	Elevator 3
Mon Apr 15 10:37:14 2013	120	Denzel And Huhn	Coend	Time Is A Good Thing
Mon Apr 15 10:41:45 2013	121	Livi(D)O	The Marsican Bear	The Marsican Bear
Mon Apr 15 10:44:18 2013	119	Eyelight	Sleeping Cetaceans	Avalon
Mon Apr 15 10:47:44 2013	123	Room	Community	Forms Elastic
Mon Apr 15 10:51:33 2013	126	Mr Projectile	Momentary Lapse Of Sensitivity	Hazardous Materials
Mon Apr 15 10:57:59 2013	130	Various	Untitled	n/a
Mon Apr 15 10:58:25 2013	130	Soundhacker	Squeeze Machine	Retrospective Disinfective
Mon Apr 15 11:03:18 2013	133	Faction	Heavy Clouds	The End of Tel Aviv
Mon Apr 15 11:08:45 2013	134	Candlegravity	Tomie's Bubbles	Junpei
Mon Apr 15 11:14:26 2013	134	Rumpistol	Analog	Dynamo
Mon Apr 15 11:20:05 2013	131	Samarah	Utopia	Falling Away
Mon Apr 15 11:23:44 2013	128	Bola	Urenforpuren	Kroungrine
Mon Apr 15 11:29:44 2013	130	Arovane	Instant Gods Out Of The Box	Lilies
Mon Apr 15 11:34:06 2013	130	Pembls	Opshrus	Humana EP, Cold Fiction Records
Mon Apr 15 11:40:19 2013	140	Aphex Twin	Ptolemy	Selected Ambient Works 85-92
Mon Apr 15 11:47:17 2013	140	Ulrich Schnauss	A Letter From Home	A Strangely Isolated Place
Mon Apr 15 11:54:05 2013	135	Manathol	Rounding Bee	BAKETO
Mon Apr 15 11:56:45 2013	135	Lusine Icl	Neon	Condensed
Mon Apr 15 12:01:44 2013	143	Mikael Stavostrand	Vertical	Mutek 2001
Mon Apr 15 12:08:24 2013	138	Shuutobi	Xd	The Esc EP
Mon Apr 15 12:12:06 2013	139	Ten 72	Motomachi	n/a
Mon Apr 15 12:16:38 2013	139	Project 5am	Quixotes Of Moons Fight The Windmills Of Brixton	Quixotes Of Moons Fight The Windmills Of Brixton
Mon Apr 15 12:22:24 2013	135	Fila Brazillia	The 3rd Tendril Of The Squid	Dicks
Mon Apr 15 12:24:25 2013	134	Clairvoyance	Neina	Clicks + Cuts (1 of 2)
Mon Apr 15 12:30:28 2013	136	Mike Milosh	Push	You Make Me Feel
Mon Apr 15 12:33:32 2013	140	Psychetropic	China Radio Sunshine	Collection 2 - Moving
Mon Apr 15 12:37:58 2013	141	Ochre	Shiverbox	Intricate Maximals
Mon Apr 15 12:42:18 2013	133	Granufunk	Das Winzige Wesen	Granufunk
Mon Apr 15 12:48:18 2013	136	Ryuichi Sakamoto	War& Peace Aoki Takamasa Remix	n/a
Mon Apr 15 12:53:48 2013	136	Nobody	Siesta Con Susana	And Everything Else...
Mon Apr 15 12:56:42 2013	129	M83	Violet Tree	M83
Mon Apr 15 13:01:29 2013	127	Nicholas Sauser	Goca Chino	Microcosm Music Volume One
Mon Apr 15 13:07:02 2013	124	Social System	Decasia	Mutek 05
Mon Apr 15 13:12:53 2013	128	Join The Future	Tuff Little Unit	Warp10+2 Classics 89-92
Mon Apr 15 13:17:31 2013	130	Yasushi Miura	Direct Current 07	Direct Current (Instant construction series No.9)
Mon Apr 15 13:18:19 2013	127	System	Alpha	B
Mon Apr 15 13:22:37 2013	125	Guga	Path 7	fairiesinthehood
Mon Apr 15 13:31:57 2013	125	Autechre	The Trees	Untilted
Mon Apr 15 13:39:06 2013	116	Murcof	Razon (En 3 Partes)	Remembranza
Mon Apr 15 13:46:01 2013	121	Ketsa	Mutan Records vs. Robots Track 4	n/a
Mon Apr 15 13:49:32 2013	115	Multiplex	Migrate & Molt Remix	Formulae Remixes
Mon Apr 15 13:53:38 2013	116	Touane	Pendulum (Let Your Nerves Speak)	Awake
Mon Apr 15 13:57:37 2013	116	Fluorescent Grey	Fibrous Emerald Tendrils	Gaseous Opal Orbs
Mon Apr 15 14:00:18 2013	113	Boards Of Canada	Alpha And Omega	Geogaddi
Mon Apr 15 14:06:53 2013	112	Barbara Morgenstern & Robert Lippok	Geisterjager	Tesri
Mon Apr 15 14:12:04 2013	114	Aetmos	Bumpa	nViro
Mon Apr 15 14:16:54 2013	113	Flashbulb	Lawn Wake Ix	Kirlian Selections
Mon Apr 15 14:19:31 2013	112	Textura	Ten Dimes Track 07	Ten dimes
Mon Apr 15 14:24:55 2013	118	Littl Shyning Man	Thee Hart Shapeth Into A Fist	Hart Of The Wud
Mon Apr 15 14:29:22 2013	114	Egg	Ramp	Don't Postpone Joy
Mon Apr 15 14:35:32 2013	115	Uniques	Slovak National Anthem	Exit Bratislava - Near Dark and Beyond
Mon Apr 15 14:39:07 2013	120	Proem	She Never Cries	Enough Conflict
Mon Apr 15 14:43:18 2013	116	Seefeel	Charlotte's Mouth	Quique
Mon Apr 15 14:50:33 2013	116	302 Acid	Calibrations	0005 (em:t records)
Mon Apr 15 14:57:46 2013	109	At Work	Space Available	Build It Up, Break It Down
Mon Apr 15 15:02:03 2013	106	Upside Down Umbrella	Weather Vane	Are You Walking In The Rain?
Mon Apr 15 15:12:52 2013	112	Curd Duca	Tristan	Elevator 3
Mon Apr 15 15:14:57 2013	112	Exposures	Post-Crossings	Lost Recordings 2000-2004
Mon Apr 15 15:18:07 2013	109	Tipper	The Glasshouse	Surrounded
Mon Apr 15 15:20:51 2013	107	Vektordrum	Symplectic Manifold (Original	n/a
Mon Apr 15 15:27:39 2013	99	Lloop	Road Mode (The Toad)	warm
Mon Apr 15 15:34:44 2013	104	Yvat	Frowzy Wool	cyma
Mon Apr 15 15:38:30 2013	99	Gescom	Megamix	Iss:sa EP
Mon Apr 15 15:53:10 2013	87	Ilkae	Cascade Peridot	Pistachio Island
Mon Apr 15 15:55:24 2013	92	Monojo & Debora Vilchez	Mutan Records vs. Robots Track 2	n/a
Mon Apr 15 15:59:43 2013	86	E N V (Itre)	Blumontn	n/a
Mon Apr 15 16:03:16 2013	86	Spacetime Continuum	Kairo Subtropic (Absolut Black Mix)]	Remit Recaps
Mon Apr 15 16:09:23 2013	88	Damon Aaron	Theme From Ballast	Ballast
Mon Apr 15 16:10:24 2013	86	Autechre	Parhelic Triangle	Confield
Mon Apr 15 16:16:31 2013	87	Isan	Phoeb	Clockwork Menagerie
Mon Apr 15 16:19:09 2013	89	Amon Tobin	Chronictronic	Out, From Out Where
Mon Apr 15 16:25:17 2013	81	Env(Itre)	E1ns	Spinnedfragmenz
Mon Apr 15 16:27:18 2013	88	Thomas Fehlmann	Feat	Lowflow
Mon Apr 15 16:32:44 2013	82	Esoteric Sob	Momentary Smile	Egomania EP
Mon Apr 15 16:36:09 2013	85	Ryuichi Sakamoto	War & Peace	Chasm
Mon Apr 15 16:41:43 2013	80	Yasushi Miura	Direct Current 09	Direct Current (Instant construction series No.9)
Mon Apr 15 16:41:50 2013	80	Another Electronic Musician	Fnctnl	States of Space
Mon Apr 15 16:46:37 2013	81	Mikael Fyrek	The Smaller Oranges And Yellow	n/a
Mon Apr 15 16:50:46 2013	79	Boards Of Canada	Constants Are Changing	The Campfire Headphase
Mon Apr 15 16:52:05 2013	83	Lusine Icl	Sem 4	a pseudo steady state
Mon Apr 15 16:53:36 2013	88	Elephant And Castle	Rgb	Transitions
Mon Apr 15 16:57:03 2013	85	Aspen	Dropping Bombs On The Pet Rug	Music From Passing Cars
Mon Apr 15 16:58:37 2013	83	Olafur Arnalds & Nils Frahm	A 2 (Max Cooper Remix)	n/a
Mon Apr 15 17:07:29 2013	82	Alinoe	Il (Outro)	Clicks & Cuts 5.0 - Paradigm Shift (+ Videos + MP story etc)
Mon Apr 15 17:08:46 2013	85	Room	Little Electronic	Forms Elastic
Mon Apr 15 17:10:39 2013	82	Iodil	Repleat Curtain	friends we met along the way
Mon Apr 15 17:13:15 2013	85	Kelpe	Ice Cream Knife Handle	Sea Inside Body
Mon Apr 15 17:19:05 2013	79	Coppe	Undisclosed Destination	Fi-Lamenté
Mon Apr 15 17:22:15 2013	83	Vladislav Delay	Synkopoint	Clicks + Cuts (1 of 2)
Mon Apr 15 17:32:36 2013	87	Pulseprogramming	Noble Tones Cannot Produce Pic	n/a
Mon Apr 15 17:38:22 2013	92	Bauri	Morgondagg Rmx	Stop, Look, Wave
Mon Apr 15 17:44:15 2013	83	Chachi Jones	Taking You Out	Claustrophilia
Mon Apr 15 17:47:04 2013	77	Con Brio	Apple	Cloud Cover
Mon Apr 15 17:50:50 2013	75	Touane	The Mother Song	Awake
Mon Apr 15 17:54:23 2013	75	Pembls	Humana	Humana EP, Cold Fiction Records
Mon Apr 15 18:00:58 2013	74	Bitcrusher	I Like The Way You Move	Bleep Records Sampler
Mon Apr 15 18:05:51 2013	72	Reef Project	Spotted Ray	Adrift
Mon Apr 15 18:11:58 2013	80	Gescom	Five	Gescom EP
Mon Apr 15 18:21:49 2013	79	David Penna	Sql	Failure To Obey A Traffic Control Device
Mon Apr 15 18:28:16 2013	80	I Broke My Robot	Linear Precise	Tomorrow Does Not Exist
Mon Apr 15 18:32:29 2013	79	Inhaler	Mole People	Dirty Sounds of the Underground
Mon Apr 15 18:36:47 2013	80	Rumpistol	Refleksion	Dynamo
Mon Apr 15 18:42:40 2013	81	Brian English	Children Of Neighbors You Never Knew [Pt. 1]	Beyond Words
Mon Apr 15 18:44:28 2013	75	Bichi	Forforeren	erobreren
Mon Apr 15 18:48:45 2013	78	Anklebiter	Clever Drunk	Raintree
Mon Apr 15 18:53:38 2013	79	Frank Martiniq	Daddy-Longlegs	Little Fluffy Crowds
Mon Apr 15 18:59:22 2013	73	Diagram Of Suburban Chaos	Pent For	Exhibition
Mon Apr 15 19:04:48 2013	81	Dr. Rockit	Cath's Machine	Indoor Fireworks
Mon Apr 15 19:06:14 2013	81	Loscil	Brittle	First Narrows
Mon Apr 15 19:13:27 2013	75	Rena Jones Ft The New Millennium Orchestra	Helix (Evac Remix)	Indra's Web
Mon Apr 15 19:17:23 2013	75	Blackdaylight	Daylight 180	Blackdaylight Live
Mon Apr 15 19:19:52 2013	71	Morsel	Red Red Red	Para Siempre
Mon Apr 15 19:23:49 2013	66	Disastrato	Requiem Pour Une Peuille Mort	Intricate Maximals
Mon Apr 15 19:27:41 2013	70	Silent Strangers	Focal Shift	Anagram1:Dither
Mon Apr 15 19:31:58 2013	73	E Vax	Glacier	Putting The Morr Back In Morrissey
Mon Apr 15 19:38:13 2013	74	Autechre	90101-5l-L	Quaristice
Mon Apr 15 19:41:25 2013	76	Jean Tinguely	High Speed	n/a
Mon Apr 15 19:46:50 2013	69	Clonk (Freebass)	Sweet Exorcist	Warp10+2 Classics 89-92
Mon Apr 15 19:54:32 2013	74	Ion	Pi	Elfenstaub, Vol. 4 - Deep Electronic Journey Through Time & Space
Mon Apr 15 19:59:59 2013	72	Flashbulb	At One Last Night	Kirlian Selections
Mon Apr 15 20:01:08 2013	72	Dntel	Pillowcase	Life Is Full Of Possibilities
Mon Apr 15 20:04:42 2013	71	Ryuichi Sakamoto	Break With Steve Jansen Remix	Bricolages
Mon Apr 15 20:11:38 2013	78	Darkhammer	A Girl And A Guitar	Stop, Look, Wave
Mon Apr 15 20:13:50 2013	75	302 Acid	Nocturnum	0005 (em:t records)
Mon Apr 15 20:17:03 2013	76	Weave	Darkcharge	of the nature tone
Mon Apr 15 20:22:30 2013	69	Ilkae	Telewizor	Pistachio Island
Mon Apr 15 20:23:11 2013	68	Aphex Twin	Come To Daddy, Mummy Mix	Selected Ambient Works 85-92
Mon Apr 15 20:27:15 2013	73	Ventolyn & Becotyde	Infrictor Steady Shelled	Neuro Torque
Mon Apr 15 20:32:28 2013	74	Alder & Elius	Introduction To The Opposites (Made Remix)	Hazardous Materials
Mon Apr 15 20:37:18 2013	79	Os	Scarlet Sandwich	n/a
Mon Apr 15 20:44:20 2013	73	Samarah	Six For Seven	Falling Away
Mon Apr 15 20:47:47 2013	76	Detroit Escalotor Co.	Fractal (In)	Black Buildings
Mon Apr 15 20:50:02 2013	72	Trentemoller	Klodsmajor	The Trentemoller Chronicles
Mon Apr 15 20:53:07 2013	77	Kiln	Sunsethighway	Dusker
Mon Apr 15 20:57:05 2013	75	Pilchard	Non Cosmopolitan	Amy
Mon Apr 15 20:59:18 2013	74	Yasushi Miura	Direct Current 18	Direct Current (Instant construction series No.9)
Mon Apr 15 20:59:42 2013	74	Cex	Not Trying	Oops, I Did It Again!
Mon Apr 15 21:02:38 2013	73	Broca	Sei Cosi Dolce	cactus island 7" split release
Mon Apr 15 21:08:23 2013	68	Ethan E Eves	Dimglo	F And S
Mon Apr 15 21:14:21 2013	71	Acustic	Gram	Welcome
Mon Apr 15 21:20:16 2013	71	Boards Of Canada	Turquoise Hexagon Sun	Boc Maxima
Mon Apr 15 21:25:28 2013	72	Elapse / Moodsplateau	From The C	n/a
Mon Apr 15 21:29:21 2013	71	Prefuse 73	Keeping Up With Your Quota	Security Screenings
Mon Apr 15 21:32:28 2013	76	Alka	Israel	a dog lost in the woods
Mon Apr 15 21:36:46 2013	73	Karsten Pflum	Impulse 11	Idhax
Mon Apr 15 21:43:56 2013	73	Gescom	17	MiniDisc
Mon Apr 15 21:46:21 2013	74	Mad Ox	Green 13025	Ke907
Mon Apr 15 21:51:11 2013	74	Curd Duca	Click & Roll	Elevator 3
Mon Apr 15 21:52:20 2013	74	Pleq	I Didn't Have A Clue What I Wa	n/a
Mon Apr 15 21:57:52 2013	67	Rei Harakami	On (Ian O'brien Mix)	Opa*Q
Mon Apr 15 22:04:22 2013	74	Elephant And Castle	Derni Paralysis	Transitions
Mon Apr 15 22:08:07 2013	69	Rumpistol	Kocmoc	Dynamo
Mon Apr 15 22:12:27 2013	71	Sub-I D	The Raven & The Ruby	n/a
Mon Apr 15 22:16:51 2013	64	Poborsk	Slime Melancholy	World Of Sine
Mon Apr 15 22:21:22 2013	65	Boards Of Canada	Twoism	Twoism
Mon Apr 15 22:27:18 2013	61	Autechre	Maetl	Incunabula
Mon Apr 15 22:33:51 2013	64	Maps And Diagrams	Northern Sleeping	smeg
Mon Apr 15 22:38:26 2013	72	Sarin Sunday	Lonely Hike	The Lonely Hike
Mon Apr 15 22:45:27 2013	71	Thomas Fehlmann	Hana	Lowflow
Mon Apr 15 22:50:29 2013	73	Lusine	Figment	Serial Hodgepodge
Mon Apr 15 22:56:03 2013	63	Trentemoller	The Forest	The Trentemoller Chronicles
Mon Apr 15 23:01:21 2013	67	Yasushi Miura	Direct Current 36	Direct Current (Instant construction series No.9)
Mon Apr 15 23:01:42 2013	67	Mandrake	Theme Of The Eternal Champion Level 1	Shake Your Space Traveller
Mon Apr 15 23:03:48 2013	68	Norton Antivirus	Norton Antivirus (Cd-R)	n/a
Mon Apr 15 23:04:14 2013	68	Dean De Benedictis	Death For Music	Salvaging The Past
Mon Apr 15 23:11:28 2013	69	Ounce	Ounce	n/a
Mon Apr 15 23:26:21 2013	60	Plaid	Thank	Scintilli
Mon Apr 15 23:30:16 2013	62	Infinite Scale	Jaw Break	Sound Senser EP
Mon Apr 15 23:33:54 2013	59	He Can Jog	Suite Part Three	MiddleMarch [Audiobulb 2008]
Mon Apr 15 23:37:05 2013	55	Mad Ox	Glasshouse	Ke907
Mon Apr 15 23:46:42 2013	64	Penguin Cousin	Hoverflysby	'Against All Odd'
Mon Apr 15 23:50:27 2013	63	Aspen	Music From Passing Cars Rehashed	Music From Passing Cars
Mon Apr 15 23:55:01 2013	70	Granufunk	Jimmy Brown	Granufunk
Mon Apr 15 23:59:02 2013	68	Static	A Black Of Dirty White (Starring Ronald Lippok)	Eject Your Mind
Tue Apr 16 00:04:14 2013	70	Squarepusher	Fly Street	Budakhan Mindphone
Tue Apr 16 00:08:57 2013	72	Room	Absent In Mind	Forms Elastic
Tue Apr 16 00:13:14 2013	72	British Expeditionary Force	A Long Way From Home (Rival Consoles Rmx)	Erased Tapes Collection I - At The End Of All Music Happiness Will Be Erased
Tue Apr 16 00:16:02 2013	69	Monoceros	Off (Tales)	Tales for silent nights
Tue Apr 16 00:19:52 2013	70	Curd Duca	Bliss	Elevator 3
Tue Apr 16 00:21:16 2013	69	Helios	Bounce Dive	friends we met along the way
Tue Apr 16 00:26:29 2013	68	Michael Fakesch	Surfaise [Boards Of Canada Rem	Marion
Tue Apr 16 00:32:35 2013	67	Acustic	Vacation	System F3
Tue Apr 16 00:35:14 2013	61	Gate Zero	Radio Overboard	[THN086] Radio overBoard
Tue Apr 16 00:40:15 2013	66	Cex	11-brer Rjyan	Being Ridden
Tue Apr 16 00:43:35 2013	61	Infantjoy	Application 4	With
Tue Apr 16 00:48:01 2013	69	Lusine Icl	Isa	Condensed
Tue Apr 16 00:52:49 2013	69	Lackluster	Hiatus	What you want isnt what you need
Tue Apr 16 00:56:35 2013	70	Seekae	Gnor	+DOME (MASTER)
Tue Apr 16 01:01:28 2013	72	Gloom	Revohl	n/a
Tue Apr 16 01:05:38 2013	73	Fibreman Vs Pempi	This Cloud Has A Pulse	Fibreman vs Pempi
Tue Apr 16 01:08:49 2013	69	Rena Jones Ft The New Millennium Orchestra	The Awe & The Wonder	Indra's Web
Tue Apr 16 01:13:21 2013	70	Slicker	7words	The Latest
Tue Apr 16 01:19:22 2013	72	Marconi Union	Sleepless	[Distance]
Tue Apr 16 01:24:36 2013	71	Project E.L.F.	Head Pond	Project E.L.F.
Tue Apr 16 01:30:18 2013	79	International Peoples Gang	Fireworks	Action Painting
Tue Apr 16 01:34:28 2013	72	Tanya Pea	You Are	Handcut Icecubes 12" EP
Tue Apr 16 01:38:15 2013	72	Rena Jones	Photosynthesis	Driftwood
Tue Apr 16 01:43:15 2013	74	Kelpe	Sylvania	Sea Inside Body
Tue Apr 16 01:47:15 2013	79	Ilkae	Elegiac Lifestyle	Pistachio Island
Tue Apr 16 01:48:37 2013	81	Lex Polzien	Brownbag	Cloud Cover
Tue Apr 16 01:53:14 2013	83	Candlegravity	Could Have	Junpei
Tue Apr 16 01:57:05 2013	84	Alva Noto And Ryuichi Sakamoto	Iano	Insen
Tue Apr 16 02:03:42 2013	86	Vektordrum	Blossom Retina	Capitose Windowpane
Tue Apr 16 02:14:50 2013	96	Autechre	Iv Vv Iv Vv Viii	draft 7.30
Tue Apr 16 02:19:28 2013	96	Apparat	Tangens	friends we met along the way
Tue Apr 16 02:24:03 2013	93	Eu	Gliss 4	colder
Tue Apr 16 02:25:05 2013	93	Lloop	Smile	Love Songs
Tue Apr 16 02:29:15 2013	95	Beanfield	Green Angel	Beanfield
Tue Apr 16 02:34:03 2013	97	Gasp	None That I Knew Will Be	Gasp - If Only The Cold Morning Was Warm As Us By Night
Tue Apr 16 02:40:58 2013	88	Leisure-B	Front Contation	Humanworkshop
Tue Apr 16 02:43:56 2013	85	Flotel	Stitched Switch	kelp
Tue Apr 16 02:48:05 2013	85	Goem	Lokatie Rotterdam	Mutek 2001
Tue Apr 16 02:56:05 2013	85	Amon Tobin	Four Ton Mantis	supermodified
Tue Apr 16 03:00:44 2013	88	Auditory Sculpture	Slow Motion Pillow Fight	Rge
Tue Apr 16 03:05:43 2013	85	Opiate	Perdot	Sometimes
Tue Apr 16 03:09:15 2013	88	David Last	Springset	The Push Pull
Tue Apr 16 03:12:17 2013	90	John Tejada	This Fake Place	Logic Memory Center
Tue Apr 16 03:17:15 2013	91	Sound Hacker	Jellygraphic	336 hours later
Tue Apr 16 03:21:33 2013	86	Bogsnarth The Unpredictable	Twinkle Twinkle Little Robot	Exhibition
Tue Apr 16 03:24:59 2013	86	Boards Of Canada	Orange Romeda	We Are Reasonable People
Tue Apr 16 03:29:33 2013	87	Rechenzentrum	Slate	Various Artists: Clubtransmediale.07
Tue Apr 16 03:34:39 2013	97	Yasushi Miura	Medical 07	Medical (Instant construction series No.38)
Tue Apr 16 03:37:13 2013	87	K-Rakos	Storynaught Track 01	Storynaught
Tue Apr 16 03:37:47 2013	89	Idle Flight	Stay True To Your Socratic Name	Point Of Reference [EP]
Tue Apr 16 03:41:11 2013	90	Monoceros	Moment Of Light	I feel apocalyptic today
Tue Apr 16 03:46:19 2013	85	Robin Judge	Fall	Intricate Maximals
Tue Apr 16 03:50:59 2013	90	Poborsk	Aquatic Tunnel	World Of Sine
Tue Apr 16 03:55:30 2013	88	Axiotronic	Robot Placism	Of Latitude And Longitude
Tue Apr 16 04:00:09 2013	93	Yasushi Miura	Prague	Steps
Tue Apr 16 04:02:29 2013	88	Autechre	Vletrmx (Plaid Mix)	WARP10+3 Remixes
Tue Apr 16 04:08:30 2013	90	Lackluster	Onecycle (More)	repulsine ep
Tue Apr 16 04:14:37 2013	96	Norton Antivirus	Track 02 Cd2	The Second album they sent us
Tue Apr 16 04:18:44 2013	98	Mad Ox	Kodou	Ke907
Tue Apr 16 04:22:46 2013	99	Bola	Versivo	Soup
Tue Apr 16 04:30:32 2013	99	Ihokas	Abstrack	into the core of Luumu
Tue Apr 16 04:32:11 2013	100	Sound Praxis	Again	n/a
Tue Apr 16 04:34:25 2013	98	Audiokonstrukte	Microtraffic	City Echoes
Tue Apr 16 04:38:54 2013	94	R Garcia	Picks And Whistles	Animal Outline
Tue Apr 16 04:40:48 2013	94	Boom Bip	Last Walk Around Mirror Lake [	Corymb
Tue Apr 16 04:44:37 2013	95	Tachikoma-Kun	The Pleasures Are Relative.	Gentle, Amoral Robot Music
Tue Apr 16 04:49:06 2013	94	Michaela Meli N	Brautlied	n/a
Tue Apr 16 04:53:22 2013	96	Process	Hint	Mutek 2001
Tue Apr 16 04:59:52 2013	95	Dr. Rockit	Roman Candle	Indoor Fireworks
Tue Apr 16 05:02:35 2013	95	Microesfera	Negative	Negative
Tue Apr 16 05:06:17 2013	94	Curd Duca	Fl Peak	Elevator 3
Tue Apr 16 05:06:55 2013	94	Beatwave	Ganesha	Beatwave Japan
Tue Apr 16 05:13:04 2013	85	Alva Noto And Ryuichi Sakamoto	Moon	Insen
Tue Apr 16 05:18:12 2013	97	Donnacha Costello	Slowly Sinking In	Together Is The New Alone
Tue Apr 16 05:24:18 2013	99	David Last	Besitos	The Push Pull
Tue Apr 16 05:26:10 2013	99	Kilowatts	Algae	Problem/Solving
Tue Apr 16 05:32:01 2013	102	Pembls	Outro Punk	Humana EP, Cold Fiction Records
Tue Apr 16 05:41:28 2013	112	Lusine Icl	Lazydayz	a pseudo steady state
